mol%,BT 549 cells,BT 549 cells,HCC1599 cells,HCC1599 cells,HCC1143 cells,HCC1143 cells,SUM1315 cells,SUM1315 cells,HCC1937 cells,HCC1937 cells,BT 549 CM,BT 549 CM,HCC1599 CM,HCC1599 CM,HCC1143 CM,HCC1143 CM,SUM1315 CM,SUM1315 CM,HCC1937 CM,HCC1937 CM
TAG 60:8,0.013614949,0.017848684,0.037123919,0.037774898,0,0,0,0,0.066240316,0.069846917,0.042906064,0.040741013,0.053214295,0.04486032,0,0,0,0,0.131425428,0.137872821
TAG 54:5,0.049299419,0.037389585,0.101869136,0.107494205,0.024466579,0.012023957,0.015606164,0.023583006,0.11490761,0.117115411,0.109324668,0.101857077,0.188848551,0.168076306,0.084677311,0.082524669,0.052636353,0.052392186,0.336971194,0.351792936
TAG 56:7,0,0,0.140797816,0,0,0,0,0,0.09971011,0.098149937,0,0,0,0,0,0,0,0,0.279984812,0
TAG 50:1,0.083841893,0.079405912,0.87473314,0.946293727,0.143705581,0.136110038,0.038960895,0.041002788,0.105735596,0.109748567,0.099503087,0.101746741,0.751863431,0.708237987,0.205468417,0.202622305,0.091101251,0.094909409,0.180187299,0.184606933
TAG 56:3,0.036137979,0.032666178,0.246733136,0.268371204,0.049073183,0.022190374,0,0.02986233,0.068131917,0,0,0,0.321603914,0.287722612,0.039153236,0.038193925,0,0,0,0
TAG 58:7,0.034746081,0.038892595,0,0,0.013601128,0,0,0.017432021,0.138252095,0.138577526,0,0,0,0,0,0,0,0,0.298779428,0.310762996
TAG 54:4,0.073122778,0.054411848,0.274443988,0.292882286,0.038515134,0.036776481,0.034158443,0.039373176,0.165292828,0.1668571,0.135937701,0.132030444,0.42626302,0.370414573,0.07066266,0.071647244,0.064032856,0.064510967,0.435754871,0.448704953
TAG 56:2,0.023256805,0.021114149,0.152556309,0.166387195,0.111443018,0.038789269,0.017835978,0.022047205,0.047399924,0.047556275,0.02878749,0.027425306,0.192789328,0.179856896,0.037522512,0.036714489,0.019873949,0.020414558,0.056413847,0.061325819
TAG 52:2,0.206217271,0.196527432,1.561425242,1.681639999,0.150370772,0.134745629,0.101480579,0.114728733,0.231410569,0.230192707,0.37634655,0.373532534,2.18818249,1.999566678,0.309080511,0.300262171,0.263049169,0.277038535,0.513913991,0.531371977
TAG 56:6,0.044183807,0.047721632,0.155609674,0.166092009,0.03074355,0.026806607,0.020504008,0.025048251,0.165608849,0.16464371,0.126849302,0.119804086,0.257097211,0.230102857,0.08042436,0.079482297,0.048152694,0.054369055,0.418500321,0.441356315
TAG 54:3,0.193691502,0.163713172,1.503784405,1.607330169,0.062314134,0.052933418,0.086087068,0.098802584,0.220887594,0.221473742,0.334973481,0.331568305,2.037560488,1.818613132,0.117718288,0.113690691,0.156029761,0.166282086,0.484281236,0.49944214
TAG 58:6,0.022274658,0.026085108,0.089499193,0.096022058,0.010195057,0.012389306,0.012663799,0.014241634,0.140243713,0.135745807,0.060290778,0.056236959,0.131285186,0.11880976,0.036444879,0.033365208,0.019340327,0.020825071,0.272932107,0.284451151
TAG 48:0,0.027610542,0.019224372,0.183324859,0.202292065,0.072646771,0.111137248,0.020919116,0.013025277,0.0360536,0.036900136,0.026365057,0.030561965,0.124422406,0.118436759,0.047492942,0.047095362,0.020050412,0.022327786,0.02883067,0.028170194
TAG 54:2,0.078585433,0.08285093,0.884683881,0.955385591,0.114304615,0.065747336,0.028238987,0.033569483,0.155165857,0.160762626,0.127134077,0.121924721,1.177667348,1.083615015,0.108258039,0.105280597,0,0.046785227,0.289309367,0.291750084
TAG 52:5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110599467
PE O-30:1,0,0,0,0.004524116,0.003539313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-30:0,0,0,0.003370712,0.002253116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE O-32:2,0.003303776,0.011343367,0.07448732,0.078005894,0.00473385,0.0940083,0.053230689,0.046048327,0.011318945,0.011014951,0.005810093,0.005812741,0.083260534,0.075931661,0.062630797,0.058655905,0.029587658,0.0326611,0.010267444,0.014033639
PE O-34:3,0.045279211,0.056476332,0.078192785,0.083322674,0.077956238,0.103340126,0.076657657,0.073641048,0.067846596,0.069646534,0.038560508,0.040338889,0.075517978,0.064343345,0.078286091,0.073706299,0.054422033,0.053805259,0.047116867,0.047644334
PE O-34:2,0.270822776,0.304447294,0.972930722,1.051948828,0.406647607,0.762734849,0.595267849,0.617003025,0.355547661,0.352623461,0.286166354,0.271733718,1.125388854,1.005725535,0.675394218,0.646294801,0.520878055,0.537109066,0.341662704,0.348463066
PE O-34:1,0.046527031,0.03624636,0.268511853,0.273996772,0.142129024,0.172127817,0.224419859,0.225073587,0.116446682,0.112301597,0.035701473,0.036112227,0.226943807,0.19798294,0.126416015,0.122141356,0.223043388,0.215068234,0.263006639,0.271413516
PE O-36:6,0.453639809,0,0.21771074,0.243620052,1.171153485,1.630637342,0.878133577,0.664877982,0.553392236,0.518358981,0,0.848580296,0.896219092,0.966486676,0.987136676,1.340494021,1.649741371,1.469258349,0,0.333227596
PE O-36:5,0.497298078,0.488189998,1.226524099,1.347062223,1.809711736,1.811242649,0.816272938,0.819666782,1.142165852,1.122068886,0.430069367,0.414691492,1.034604762,1.006052426,1.695915118,1.603799426,0.58119111,0.605095042,0.607108689,0.621516718
PE O-36:4,0.106506724,0.106363774,0.163354126,0.18214509,0.138340398,0.164382778,0.10248812,0.090545363,0.071169117,0.06636191,0.088606471,0.086387391,0.184816151,0.171043293,0.106837433,0.098024973,0.10706238,0.106104071,0.069355677,0.070483461
PE O-36:3,0.382280343,0.404242263,0.63623032,0.671421267,0.582912645,0.577277399,0.721207897,0.742684418,0.433604585,0.427563462,0.328898776,0.320931757,0.672382313,0.596327325,0.532282551,0.49042885,0.586773252,0.615454106,0.294369271,0.300112962
PE O-36:2,0.342116103,0.35644619,0.748396,0.7704266,0.201977051,0.369575489,0.615171478,0.611498753,0.315089485,0.312385496,0.338163606,0.334924942,0.767632646,0.700369032,0.340952845,0.327411987,0.541702631,0.553397266,0.274358599,0.282712265
PE O-36:1,0,0,0.178273892,0.071822168,0,0,0,0,0,0,0,0,0.10015949,0.136966514,0,0,0,0.031865184,0,0
PE O-38:6,0.680145303,0.671269529,0.855698224,0.941365524,2.143975706,1.986810938,0.964541768,1.013074947,1.321617804,1.29929077,0.591292351,0.552618018,0.713076294,0.632829593,1.911637143,1.835568725,0.675709899,0.703365368,0.632917405,0.681430872
PE O-38:5,0.7611905,0.753821999,1.006479503,1.087500419,1.550342142,1.449841335,0.953399366,0.973946713,1.998467052,1.944456385,0.787612838,0.76830826,0.926751212,0.878728968,1.516764732,1.480900908,0.770945273,0.817891173,1.150016378,1.201707066
PE O-38:4,0.163970379,0.156514965,0.220120285,0.239932022,0.174703355,0.172436464,0.237748619,0.244327742,0.045559194,0.030453405,0.141227726,0.13415068,0.232525035,0.214487604,0.15654577,0.14725581,0.236346643,0.232410961,0.038779087,0.058760732
PE O-38:3,0,0.058450961,0.145054005,0.151159268,0.084550421,0.10311063,0.213937332,0.204360156,0.074756472,0.061777894,0.048965678,0,0.10826262,0.103012644,0.094067108,0.092172995,0.169976494,0.164307974,0,0
PE O-40:8,0.266842299,0.209304428,0.318278116,0.376580398,0.681094,0.66453148,0.430880351,0.443467764,0.490847382,0.428577933,0.24256118,0.234770674,0.299986845,0.335275282,0.600436266,0.568694821,0.347762073,0.327656506,0.24491116,0.252798905
PE O-40:7,0.285589308,0.311251095,0.870239933,0.912388824,0.621717778,0.612709021,0.486069896,0.502967564,0.527689311,0.541543759,0.288713729,0.283743306,0.762658756,0.697194174,0.629670282,0.580219849,0.385991964,0.376606556,0.270037261,0.286357543
PE O-40:6,0.238981373,0.229735757,0.319947157,0.329410078,0.608251933,0.524379311,0.430565319,0.433704444,0.704792213,0.684353528,0.214745634,0.205454824,0.294773067,0.255974739,0.577098191,0.559304766,0.306155544,0.310976564,0.385972465,0.405219797
PE O-40:5,0.225973998,0.217403991,0.288456198,0.305794431,0.334661163,0.293397748,0.506850032,0.490295364,0.592264532,0.579307383,0.224978607,0.212100515,0.213061022,0.202032884,0.356537809,0.360474033,0.392793711,0.39033098,0.378072576,0.401999714
PE O-42:9,0.006146233,0,0,0,0.041679455,0.037722809,0.018575224,0.024506292,0.049667661,0.042536705,0.015253259,0.018077643,0,0.016078229,0.057826925,0.052690713,0.018020413,0.019245151,0.024887799,0.024461707
PE O-42:8,0.024602349,0.021089695,0,0,0.05948935,0.056074368,0.03313919,0.031697426,0.03979743,0.035004963,0.018669933,0.018268389,0.005928898,0.007252124,0.048404812,0.048721954,0.030023171,0.022674583,0.016008982,0.014922178
PE O-44:6,0,0,0,0,0.019115208,0.009306153,0,0.019520729,0,0,0,0,0,0,0.027406199,0.028958736,0,0,0,0
PE 28:0,0,0.026573211,0,0.007878086,0,0.035098615,0,0,0,0,0,0,0,0,0.003201117,0.087313779,0,0,0,0
PE 30:1,0,0,0,0,0,0,0.005153035,0.006923249,0,0,0,0,0,0,0.003343417,0.001635197,0.00265609,0.003920083,0,0
PE 30:0,0,0,0,0.001171164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 32:1,0.10182511,0.111322717,0.081270354,0.085168925,0.105361884,0.188686305,0.09490702,0.096253848,0.031523077,0.032735603,0.072689314,0.068944454,0.072604511,0.065368534,0.11769733,0.113173873,0.066287503,0.072687357,0.016178438,0.015791225
PE 32:0,0.077145142,0.076725342,0.074650555,0.075373571,0.345789289,0.40534873,0.10013136,0.092138598,0.055230485,0.053055552,0.053458929,0.053338926,0.031317418,0.024765593,0.199273054,0.201795726,0.070333232,0.074359381,0.03317919,0.032000388
PE 34:3,0.064008894,0.061377009,0.01122527,0.013209319,0.041369914,0.063265352,0.03045358,0.029713833,0.023326847,0.022593973,0.035772611,0.034897914,0.003696861,0.002697565,0.030127807,0.029340954,0.009690375,0.014157697,0.007267015,0.006830288
PE 34:2,0.43533146,0.437270072,0.336152362,0.359685336,0.201715236,0.260416762,0.284991221,0.280341607,0.203869335,0.202095771,0.244146762,0.237031177,0.256777573,0.233931778,0.156331129,0.148069128,0.173975442,0.183556199,0.099481847,0.099215699
PE 34:1,1.453708902,1.44259391,0.956800385,1.024404235,1.37585839,1.667322826,0.886519569,0.846258354,0.773732496,0.756772306,1.06921523,1.052549768,0.836445683,0.766878174,1.113610001,1.083461493,0.597545555,0.615812446,0.413367204,0.431168432
PE 34:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416374525,0
PE 36:5,0.218814431,0.183201207,0.047757028,0.067704647,0.128798355,0.134405746,0.084087374,0.082003222,0.063580966,0.060155886,0.109702515,0.104959852,0.05852753,0.071450217,0.090376214,0.081883022,0.061096823,0.053002308,0.026036839,0.029973473
PE 36:4,0.553834365,0.453609389,0.151785313,0.185401654,0.500755599,0.580723448,0.21102946,0.185382382,0.254748247,0.246382099,0.362422333,0.361099995,0.184511477,0.207765588,0.372705273,0.357652827,0.159161764,0.153431825,0.107787489,0.113867903
PE 36:3,0.548066829,0.506465031,0.260479776,0.291350958,0.296576476,0.348003686,0.210400251,0.194435038,0.577182437,0.57465355,0.340303205,0.32383048,0.208302483,0.190457421,0.228451679,0.222916189,0.141188327,0.141845007,0.249242207,0.258665152
PE 36:2,3.570174323,3.67052868,2.660801528,2.80404828,1.352312957,1.46609372,1.826364498,1.846237295,2.600119278,2.53580562,2.371958169,2.328795714,2.17289183,2.033381336,1.061723183,1.028367029,1.252264352,1.261880347,1.189897772,1.282396233
PE 36:1,4.248269094,4.156358153,4.445893885,4.66973616,3.912451224,4.61778333,3.472950478,3.382527924,4.498789516,4.387765957,2.989762137,2.914433877,2.96235808,2.674791216,3.072938692,3.002693575,2.567118214,2.627191357,2.685611307,2.835589163
PE 38:6,0.570596347,0.558870114,0.168225464,0.183099876,0.249299013,0.237053283,0.112787785,0.110669898,0.203611272,0.191833932,0.290592729,0.277960685,0.115928809,0.111351455,0.188067103,0.178176769,0.06325704,0.069729381,0.069032145,0.075132069
PE 38:5,2.21267525,2.015507455,0.650025056,0.764807141,1.0236556,0.994079193,0.806564559,0.740986575,1.044353954,0.989026344,1.26307474,1.234715066,0.581710921,0.658379537,0.681607111,0.490501773,0.572990693,0.471751826,0.366691924,0.38536224
PE 38:4,2.306049855,2.026932462,1.080308581,1.248244943,2.175199957,2.219331552,0.866094212,0.780923667,2.28406729,2.21829959,1.427670794,1.404159076,0.750586139,0.801285164,1.516708938,1.460112684,0.591999408,0.588196108,0.863320847,0.899283384
PE 38:3,0.437479168,0.395758111,0.332623037,0.35447035,0.190023753,0.240549857,0.255504512,0.245874532,0.660987242,0.631017599,0.270156023,0.262016938,0.210606073,0.184424765,0.190130871,0.186776902,0.147585293,0.145358867,0.340692359,0.367067228
PE 38:2,1.300880315,1.240319554,0.751554977,0.778331929,0.471951745,0.541033765,0.929905983,0.890800054,1.306441395,1.241885852,0.614059565,0.596292392,0.445113683,0.408466138,0.380253207,0.371057757,0.564591719,0.586095388,0.686280356,0.715148265
PE 38:1,0,0,2.177516639,2.205024636,0,0,0,0,2.987760333,2.849758357,1.607039616,0,1.480037822,1.322274901,0,0,0,0,1.885318426,2.026684224
PE 40:7,0.783529646,0.633641746,0.304048575,0.348796364,0.519806479,0.563079652,0.184270322,0.188740994,0.514142056,0.465498793,0.442305587,0.435322998,0.203781082,0.233122062,0.356269849,0.336486215,0.146306237,0.139231299,0.167608767,0.167315864
PE 40:6,0.592559568,0.572387509,0.43167859,0.448130268,0.506168825,0.528531565,0.158318946,0.152666379,0.636435001,0.619560254,0.39674354,0.377056424,0.219113355,0.198433378,0.352043899,0.343798323,0.101050573,0.099514063,0.201190421,0.207572064
PE 40:5,0.97092,0.736940768,0.161026356,0.205336486,0.600778332,0.47422074,0.361633779,0.344866126,1.144069365,1.088859346,0.458498388,0.446767504,0.119713408,0.150486046,0.469291658,0.438566419,0.213540785,0.1999541,0.392740102,0.417297994
PE 40:4,0.797654068,0.607269474,0.234970501,0.295819466,0.603787024,0.680029759,0.346976422,0.290860692,1.091706838,1.028378366,0.44605063,0.435994808,0.180104627,0.220643083,0.538075935,0.514794091,0.239051722,0.224832137,0.491481105,0.517079898
PE 40:3,0.381407846,0.339701704,0.008259402,0.004157116,0,0,0.331333057,0.299153586,0,0,0.184731926,0,0.144895093,0.126342827,0,0,0.172956018,0.179347586,0,0
PE 40:2,0.701877594,0.663443666,0.47168887,0.487060098,0.457970739,0.520441134,0.806577679,0.760834259,0.824989685,0.784444258,0.32287578,0.308488277,0.248063033,0.21869212,0.376715159,0.374629303,0.471056879,0.491334004,0.435986177,0.458765715
PE 40:1,0.199072229,0.182053395,0.193232164,0.197767235,0,0,0,0,0.268272567,0.251356891,0.13265808,0.131697717,0.137574035,0.12531751,0,0,0.107890134,0.113575652,0.173596156,0.192142312
PE 42:8,0.152885356,0.093502108,0,0.001988846,0.11986652,0.117308541,0.011577143,0.01732708,0.149718471,0.126831445,0.075932938,0.080300227,0,0.010210189,0.085132113,0.087415375,0.013275901,0.012708423,0.047208204,0.043957639
PE 42:7,0.22979779,0.17360168,0.031470659,0.032031984,0.094902042,0.090809054,0.009953231,0.004692559,0.168560619,0.148624968,0.066159357,0.069309022,0.002898025,0,0.082896632,0.084424959,0,0,0.047284757,0.038799062
PE 42:6,0.219769068,0.193368034,0.071919615,0.072630117,0.047844517,0.051816553,0.083201823,0.079650797,0.165917739,0.161140781,0.159414355,0.143309832,0.122309879,0.100796372,0.086790414,0.069674721,0.157459346,0.144023734,0.046788919,0.046903682
PE 42:5,0.297187536,0.223393144,0.023538598,0.074995695,0.195279822,0.19301712,0.214884833,0.180754973,0.352557652,0.331090216,0.127522243,0.123723572,0.029947417,0.035351744,0.14725572,0.137587515,0.087460204,0.078312047,0.123880323,0.138891408
PE 42:4,0.031663053,0.030963392,0.012154314,0.01074544,0,0,0,0.003852335,0.058797738,0.055369269,0,0,0,0,0.013060213,0.015245219,0,0,0.016949445,0.015896327
PE 42:2,0.040825333,0.042732638,0.013808984,0.015910974,0.033752735,0.036774313,0.045285843,0.047608819,0.06118573,0.059159614,0.012211583,0.011747634,0.00177648,0.001144864,0.034367179,0.01113454,0.016027891,0.017083978,0.030401183,0.034082552
PE 42:1,0.002338954,0.016042061,0.049810228,0.048222035,0,0,0,0,0.09601393,0.091815567,0.002808441,0.005885021,0.014565432,0.005954263,0.003424232,0.005294598,0,0,0.055297658,0.05831707
PE 44:10,0.011305648,0.006277896,0,0,0.005485687,0.015800938,0,0,0,0,0.001976266,0.001460244,0,0,0,0,0,0,0,0
PE 44:9,0.018627204,0.006291973,0,0,0.009915642,0,0,0,0,0.001150788,0,0,0,0,0,0.001253912,0,0,0,0
PE 44:8,0.023940473,0.010673431,0,0,0.004621998,0.002297174,0,0,0.010407588,0.008293003,0.002210651,0.002987241,0,0,0.002621092,0,0,0,0,0
PE 44:7,0.023203719,0.021529912,0,0.001544091,0,0,0.003925087,0.003081089,0.016606936,0.017041527,0.003357513,0,0,0,0.002945992,0.001332725,0,0,0,0
PE 44:6,0.029256754,0.027651658,0,0,0.004736404,0.004218445,0.01743337,0.019757919,0.024407386,0.020001682,0.007591359,0.008495954,0,0,0.012090587,0.011018783,0,0.002996911,0.002430451,0.002135626
PE 44:5,0.057997169,0.055918304,0,0,0.07576808,0.02849146,0.056498968,0.041673018,0.088756034,0.084822893,0.026385197,0.014052739,0,0,0.032001522,0.028889997,0.005711243,0.007615163,0.019263188,0.027990826
PE 44:4,0.022267974,0.038808398,0.003983138,0.004160193,0,0,0.006093433,0.007969432,0.051341242,0.048583812,0.001613117,0.004786046,0,0,0.005860808,0.004489228,0,0,0.019913133,0.018940746
PE 44:3,0.001573394,0.004826925,0,0,0.002065888,0,0,0,0.00496595,0.004144626,0,0,0,0,0.001170071,0,0,0,0,0.001486169
PE 44:2,0.002946352,0.005775366,0,0,0.013947128,0.002994111,0.004193384,0.007343395,0.034794479,0.032186439,0,0,0,0,0.012271207,0.01017367,0,0,0.007570312,0.003821663
PE 44:1,0.001532355,0,0,0,0,0.001951126,0,0,0.010920461,0.0105627,0,0,0,0,0,0,0,0,0.001566478,0.003058896
LPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001367616,0,0.001059625,0
LPI O-,0,0,0,0.001227714,0,0,0,0.001144167,0,0,0,0,0.004034095,0.005548678,0.001518345,0.001917192,0.007885903,0.010902747,0.003877286,0
LPI,1.136814168,1.225153504,1.557010413,1.690780594,0.63394721,0.63030553,0.61722551,0.579279254,0.354634461,0.356760216,0.518971343,0.516188588,0.186146184,0.173691248,0.332535323,0.35718268,0.67829297,0.725504605,0.13749268,0.139724368
LPS O-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001985549,0,0,0,0,0,0
LPS,0.064925175,0.070331007,0.085359153,0.094667301,0.045007835,0.045320587,0.038233093,0.039587682,0.026173566,0.026210188,0.084632848,0.08334552,0.036817523,0.055204347,0.037912607,0.023847754,0,0,0.013927881,0.015514795
PA,0.04746773,0.050274867,0.057843449,0.062096135,0.107732003,0.107320331,0.295258633,0.275918058,0.09133203,0.10615642,0.025970958,0.029679314,0.057346181,0.057990989,0.024330432,0.023369205,0.195254707,0.195337447,0.027953918,0.030894536
PA O-,0,0,0,0.001133849,0,0,0.021114478,0.020068679,0,0,0,0,0,0,0,0.001636213,0.012850511,0.013109737,0,0
PI O-,0.010194977,0.009625469,0.069694847,0.058310889,0.116206438,0.121639674,0.152476903,0.121349801,0.016507908,0.017488754,0.009523818,0.012166034,0.096102631,0.104325013,0.15525969,0.181518727,0.222762652,0.198775953,0.014619513,0.007901631
PI,8.2583959,7.688037162,6.256464496,5.242414601,9.525519417,9.702954772,12.22759555,9.422223897,9.316866545,9.995660003,17.641029,19.88359115,11.17433237,12.07330688,14.89004583,17.57207798,17.96626563,16.73321571,11.90794232,8.772642746
PS,1.340143218,1.336307378,1.591018009,1.397065689,1.861645282,1.905055016,1.798533099,1.626263506,1.5605667,1.760366783,2.752043777,3.074154337,3.051727363,3.190698233,2.810250394,3.06818348,2.832035347,2.863164362,2.319958364,1.964021071
diHexCer,0.069424433,0.071790658,0.063959569,0.077970616,0.029509028,0.032394595,0.136462282,0.145033096,0.051890138,0.050256683,0.058501059,0.056149975,0.066394793,0.044301414,0.052009428,0.055697494,0.164513404,0.113032888,0.041337068,0.037474627
triHexCer,0.746672867,0.972547339,0.217620599,0.196136789,0.510836083,1.182882067,0.626433303,0.116806742,0.605860068,0.612376307,1.819466739,1.850154009,0,0.008368169,0.329226686,0.354761263,0.004541517,0,0.084986489,0.117277093
LPC O-,0,0.001478019,0.017858836,0.034980273,0.057580129,0.008034505,0.02996587,0.022713126,0.02321667,0.018361832,0,0.001465823,0.015140839,0.010316938,0.006707652,0.009833738,0.18231017,0.187877745,0.003777029,0.002274903
LPC,0.294919891,0.322143397,0.284237888,0.36558315,0.693771808,0.774969229,0.495218942,0.529126466,0.416414052,0.403750902,0.391294979,0.351066645,0.959025227,1.011252697,0.548243457,0.529216038,1.038720618,0.939461266,0.345026349,0.365861549
LPE O-,0.0602318,0.079224915,0.383810244,0.373414394,0.359415188,0.337424374,0.060860846,0.05842475,0.100122678,0.094876602,0.017566267,0.025589379,0.11453982,0.129793664,0.098770292,0.105445396,0.070608418,0.084106662,0.019178066,0.017078183
LPE,1.074876252,1.255419158,1.067370448,1.158947796,4.970116738,4.870460634,1.966104195,2.183848956,2.356362895,2.34367223,2.424433607,2.394201829,3.538662202,3.519116917,3.073151472,3.084712867,3.615937546,3.743275823,1.677017245,1.883396653
LPG,0.007724214,0.00881468,0.015248898,0.0185051,0.008508248,0,0.003726455,0.002547598,0,0,0,0,0.002242789,0.006917312,0.001085869,0,0.025554117,0.027409762,0.003649246,0
PG,0.319000142,0.449691487,1.648465602,1.566254798,0.278653932,0.29662662,0.448304002,0.500212715,0.367504494,0.320092094,0.351346858,0.351672209,1.145902089,1.419352686,1.176541511,1.313034082,0.840751395,0.785837912,0.445007297,0.717325504
Chol,18.57278877,20.74511967,22.29665773,18.49254198,19.18673372,16.2834125,15.53672993,16.9515449,17.71358562,18.69773338,23.82378761,22.67985409,21.8338906,22.41959332,25.72270313,24.42439197,20.17390041,19.81947665,36.44468454,37.0343356
Cer,0.955842725,1.0753503,0.352577913,0.369010336,0.560549831,0.573267998,0.753625261,0.794163447,0.377064222,0.368252398,1.28111682,1.270578083,1.186967887,1.170888042,1.641265696,1.582209475,1.197952408,1.222667109,0.932173627,0.950933657
CE,5.519484704,4.947179848,2.30578389,2.232328767,0.447217379,0.544309044,0.169985917,0.154258456,1.154131261,1.140179929,4.728358993,4.722090474,2.145502517,2.113069727,0.368697891,0.355046466,0.500004974,0.46595164,1.358762095,1.426962032
DAG,1.68417971,1.104492718,4.273821247,4.576095548,4.620984315,1.729119948,1.505393792,1.499441867,1.161886847,1.116067729,0.71145456,0.712147077,1.485120537,1.51951069,0.946950782,0.908633222,1.041463332,1.07355085,0.487410627,0.491658098
HexCer,0.997094601,1.024189779,0.226247624,0.233603377,0.194284385,0.325258222,0.348157134,0.34358155,0.096006654,0.104874281,0.884356196,0.893809227,0.274733261,0.247384202,0.21665451,0.20791021,0.346928845,0.377669602,0.16514622,0.186089511
PC O-,1.021682939,1.065896003,5.057930523,5.645899859,1.749877225,2.087848306,10.21279308,11.24536365,2.050445767,2.028373182,0.939999524,0.944019177,4.478173028,4.4631094,1.835454833,1.705997035,8.271561734,8.681218674,1.98900523,2.218587171
PC,22.11906791,22.46855837,16.64433527,18.53813897,22.25068238,23.61253036,25.34904368,26.74012901,23.99270698,23.67763959,13.21783895,13.3912235,13.58847432,13.98003434,18.67759493,17.72802451,18.08069485,18.90967874,15.31004697,16.38113254
SM,6.246900099,6.701457546,4.005072633,4.24794813,4.266887554,5.141872086,5.614560459,5.554955341,3.706525715,3.65998361,6.51218339,6.516979667,5.409525014,5.307786495,3.195009459,3.144131118,5.306628904,5.568427939,4.976796759,5.165622372
TAG,0.957953621,0.884111126,6.730694523,6.831855969,0.997834756,0.780368744,0.413638205,0.536801334,2.204262876,2.028483651,1.687053495,1.596456553,8.629090604,7.518194216,1.255002392,1.22416269,0.8195562,0.90155801,4.503397889,4.487394402
PE O-,4.801215594,4.392597999,8.592255986,9.124679761,10.85868186,11.59564701,8.358557163,8.272908427,8.912040211,8.639628004,4.125997585,4.787005763,8.723949377,8.264094988,10.58224698,10.51592093,7.628127063,7.585283492,5.048849002,5.617266072
PE,23.69299857,22.0502076,16.1986602,17.36840762,15.66781725,17.31097785,12.82000222,12.26230353,23.34389164,22.43275523,15.99307162,13.85641157,11.79615876,11.18416384,12.02083041,11.52113827,8.773528761,8.773504675,11.73691667,11.96863088
