NAME,ERROR,MASS,SPECIE,MODE,LENGTH,DB,OH,PREC_01,PREC_02,PREC_03,PREC_04,PREC_05,MASSFRAG1,FRAG1_01,FRAG1_02,FRAG1_03,FRAG1_04,FRAG1_05,MASSFRAG2,FRAG2_01,FRAG2_02,FRAG2_03,FRAG2_04,FRAG2_05,FA1INTENS_01,FA1INTENS_02,FA1INTENS_03,FA1INTENS_04,FA1INTENS_05,FA2INTENS_01,FA2INTENS_02,FA2INTENS_03,FA2INTENS_04,FA2INTENS_05,MASSNLS,NLS_01,NLS_02,NLS_03,NLS_04,NLS_05,FAOINTENS_01,FAOINTENS_02,FAOINTENS_03,FAOINTENS_04,FAOINTENS_05,QUAN_SCAN,SPECIE.GLOBAL,SPECIE.ALL
PE 38:4,2.9,766.5415,PE 20:3-18:1,NEG,38,4,0,13419367.2,9297992.6,1833539,2270182.6,0,196.0375,77670.9,69629.9,25767.9,23220.4,0,0,0,0,0,0,0,1072879.8,745742.4,14979.9,20521.6,0,-1.7,-1.7,14987.2,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-18:1|PE 20:2-18:2|PE 16:0-22:4|PE 18:0-20:4
PE 38:3,1.4,768.556,PE 18:2-20:1,NEG,38,3,0,3573.5,0,0,29925,0,196.0374,36508.1,27268.2,-1.6,0,0,0,0,0,0,0,0,160432,100650.2,21187.8,33057.7,0,62133.5,46315.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 18:2-20:1|PE 20:3-18:0|PE 18:1-20:2
PE 38:2,1.5,770.5717,PE 20:2-18:0,NEG,38,2,0,755207.4,296369.1,13433.6,92820.2,0,196.0374,15560.8,14323.9,0,0,0,0,0,0,0,0,0,23970.9,19825.7,4624.1,4928.8,0,7570.6,19859.5,-1.6,20706.4,8112.3,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:2-18:0|PE 16:0-22:2|PE 22:1-16:1|PE 20:1-18:1|PE 18:2-20:0
PE 38:1,0.5,772.5866,PE 16:0-22:1,NEG,38,1,0,-1.7,-1.7,0,-1.7,0,196.0375,51432.2,45599.1,0,0,0,0,0,0,0,0,0,-1.7,-1.7,31873.5,19566,2983.8,7456.3,4085.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:0-22:1|PE 20:1-18:0|PE 20:0-18:1
PE 40:8,4.2,786.5112,PE 20:3-20:5,NEG,40,8,0,15509378.7,12412899.4,0,1321.1,0,196.0373,258684.9,242570.2,0,3515.4,4063.5,0,0,0,0,0,0,4499.3,2593.2,5476.1,4840.9,0,3918.6,9306.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:5|PE 22:6-18:2|PE 20:4-20:4
PE 40:7,3.7,788.5265,PE 20:3-20:4,NEG,40,7,0,17010832.4,11497748.4,325447.4,459585,1012.3,196.0372,242585,169715.3,8774,3876.3,0,0,0,0,0,0,0,525621.6,456064.2,0,0,0,-1.7,-1.7,7911.4,4796.2,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:4|PE 22:4-18:3|PE 18:2-22:5|PE 22:6-18:1
PE 40:6,2.9,790.5415,PE 16:1-24:5,NEG,40,6,0,10642845.8,7044970.9,582542.5,338847.2,0,196.0376,128324.2,103976.3,2992.4,4876.8,0,0,0,0,0,0,0,145326.7,41306.9,53743.1,89222.9,0,5788.4,5340.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 16:1-24:5|PE 20:5-20:1|PE 20:3-20:3|PE 22:4-18:2|PE 20:4-20:2|PE 18:0-22:6|PE 22:5-18:1
PE 40:5,0,792.5549,PE 20:3-20:2,NEG,40,5,0,10462450.1,6786803.5,-1.7,0,23747.2,196.0373,171376.2,121030,2816.3,1934.9,0,0,0,0,0,0,0,16287.5,9406.3,0,0,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:2|PE 16:0-24:5|PE 20:1-20:4|PE 22:4-18:1|PE 18:0-22:5
PE 40:4,0.8,794.5712,PE 20:3-20:1,NEG,40,4,0,-1.7,-1.7,35741.4,31281,0,196.0373,-1.7,-1.7,0,0,0,0,0,0,0,0,0,37077.3,33812.5,0,4403.8,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-20:1|PE 20:2-20:2|PE 16:0-24:4|PE 20:4-20:0|PE 18:0-22:4
PE 40:3,-5.4,796.5819,PE 20:2-20:1,NEG,40,3,0,17767.8,19086.9,-1.7,-1.7,0,196.0375,19938.8,13226.9,0,0,0,0,0,0,0,0,0,5906.3,5158.5,0,0,0,3827.1,4559.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:2-20:1|PE 18:1-22:2|PE 22:1-18:2
PE 40:2,2.1,798.6035,PE 22:1-18:1,NEG,40,2,0,7108.1,2509.1,0,0,0,196.0375,30592.9,25270.1,0,0,0,0,0,0,0,0,0,36138.2,25129.5,0,0,0,99262.4,64194.2,13250.8,5823.9,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 22:1-18:1|PE 20:1-20:1|PE 18:0-22:2
PE 42:8,2.6,814.5413,PE 20:3-22:5,NEG,42,8,0,1144292.1,898318.3,0,0,0,196.037,92383.6,86586.8,0,3999.3,0,0,0,0,0,0,0,20857.1,12642.4,0,0,0,35578,22867.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-22:5|PE 22:4-20:4|PE 22:6-20:2
PE 42:7,1.6,816.5562,PE 20:3-22:4,NEG,42,7,0,380924.7,310332.3,0,0,0,196.0374,144.2,-1.8,0,0,0,0,0,0,0,0,0,63682.5,51532,5399,6403.9,0,84748.2,72013.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:3-22:4|PE 20:2-22:5|PE 20:1-22:6|PE 18:1-24:6|PE 18:2-24:5|PE 22:3-20:4
PE 42:6,2,818.5722,PE 20:2-22:4,NEG,42,6,0,263.5,181483.6,0,0,0,196.0374,24513.9,19702.7,0,0,0,0,0,0,0,0,0,12490.4,13847.6,0,0,0,36307.1,22931.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 20:2-22:4|PE 24:4-18:2|PE 20:0-22:6|PE 18:1-24:5|PE 20:1-22:5|PE 22:1-20:5
PE 42:5,2,820.5878,PE 24:4-18:1,NEG,42,5,0,-1.8,63782.1,0,0,0,196.0375,62582.7,55134.3,0,0,0,0,0,0,0,0,0,76436.4,51860.8,0,0,0,-1.7,183683,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 24:4-18:1|PE 22:1-20:4|PE 20:1-22:4|PE 18:0-24:5
PE 44:9,2.5,840.557,PE 22:5-22:4,NEG,44,9,0,-1.8,0,0,0,0,196.0374,71891.8,70023.2,0,0,0,0,0,0,0,0,0,1623.3,2434.6,0,0,0,15893.7,11660.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PE 22:5-22:4|PE 20:4-24:5
PG 32:1,4.1,719.4898,PG 16:0-16:1,NEG,32,1,0,1278,0,0,0,0,152.9951,58019.6,50229.3,14990.9,16002,3626.3,0,0,0,0,0,0,-1.6,-1.6,67903.5,25879.4,16639.7,11352.3,6146.3,23433.3,2335.3,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 16:0-16:1|PG 18:1-14:0
PG 32:0,-1,721.5018,PG 16:0-16:0,NEG,32,0,0,-1.6,-1.6,0,0,0,152.9949,68351.5,59885,11419.9,13883.6,2701.1,0,0,0,0,0,0,319014.3,232765.5,162339.7,66224.5,14364.1,319014.3,232765.5,162339.7,66224.5,14364.1,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 16:0-16:0|PG 18:0-14:0
PG 34:2,1.3,745.5035,PG 18:1-16:1,NEG,34,2,0,60722.7,31442.1,0,0,0,152.995,41476.5,45132.9,11502.1,11771.6,0,0,0,0,0,0,0,-1.6,-1.6,-1.6,-1.6,0,1445.4,1409.7,2929.7,3091.2,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 18:1-16:1|PG 18:2-16:0
PG 34:1,0.2,747.5183,PG 18:0-16:1,NEG,34,1,0,159278.4,74248.4,-1.6,-1.6,0,152.9949,20648.1,38407.4,8544.6,10622.8,0,0,0,0,0,0,0,15922.4,10767.5,47344.1,24732.9,7664.5,590,810.7,73.5,699.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 18:0-16:1|PG 18:1-16:0|PG 20:1-14:0
PG 34:0,-0.5,749.5334,PG 18:0-16:0,NEG,34,0,0,358083.9,216599.8,-1.6,-1.6,0,152.9949,48871.4,38278.2,12982,12743.5,0,0,0,0,0,0,0,74321.6,42787.2,91430,45539.2,13570.5,67411.1,54724.5,9079.6,-1.7,15575.8,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 18:0-16:0
PG 36:4,1.5,769.5036,PG 16:1-20:3,NEG,36,4,0,43750.8,22908.8,0,1882.9,0,152.995,45279.9,57366.7,5023.9,2278,0,0,0,0,0,0,0,-1.6,-1.6,8051.6,-1.6,0,-1.6,-1.6,-1.6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 16:1-20:3|PG 18:2-18:2|PG 20:4-16:0|PG 22:4-14:0|PG 18:3-18:1
PG 36:3,-0.7,771.5176,PG 16:0-20:3,NEG,36,3,0,83391.8,58447.1,0,0,0,152.995,88197.3,87402.6,6294.5,2610.7,4014.9,0,0,0,0,0,0,-1.7,-1.7,5404.8,-1.7,833.1,1856.9,2694.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 16:0-20:3|PG 20:2-16:1|PG 18:2-18:1
PG 36:2,-1.9,773.5323,PG 20:1-16:1,NEG,36,2,0,384548.9,147480,5005.5,6083.1,4917.3,152.9949,27718.6,20496.9,-1.7,-1.7,1911.9,0,0,0,0,0,0,3176.2,1599.4,0,0,0,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:1-16:1|PG 16:0-20:2|PG 18:2-18:0|PG 18:1-18:1
PG 36:1,-1,775.5487,PG 20:1-16:0,NEG,36,1,0,-1.7,-1.7,-1.7,-1.7,0,152.9949,32818.9,32687.5,21539.8,19749,3515.1,0,0,0,0,0,0,0,3382.5,0,0,0,-1.7,2533.3,-1.7,-1.7,14833.9,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:1-16:0|PG 18:0-18:1
PG 38:8,1.8,789.4726,PG 22:5-16:3,NEG,38,8,0,0,0,0,0,113260.6,152.9948,-1.7,7423.7,-1.7,3113.2,0,0,0,0,0,0,0,-1.7,-1.7,0,0,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:5-16:3
PG 38:6,0.1,793.5026,PG 22:5-16:1,NEG,38,6,0,36153,1605.7,0,0,0,152.9949,-1.7,6437.4,-1.7,-1.7,0,0,0,0,0,0,0,-1.7,-1.7,0,-1.7,0,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:5-16:1|PG 22:6-16:0|PG 20:4-18:2
PG 40:7,-3.8,819.5151,PG 20:4-20:3,NEG,40,7,0,0,2234.9,11307.5,0,360042.1,152.9949,-1.7,-1.7,-1.7,-1.7,4109.7,0,0,0,0,0,0,-1.7,-1.7,-1.7,-1.7,0,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:4-20:3|PG 18:3-22:4|PG 22:6-18:1|PG 22:5-18:2
PG 42:10,5.5,841.5071,PG 20:4-22:6,NEG,42,10,0,6779.4,2394.2,0,0,0,152.995,-1.7,1287.4,-1.7,-1.7,4562.1,0,0,0,0,0,0,-1.7,-1.7,-1.7,-1.7,0,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:4-22:6
PG 44:12,5.7,865.5074,PG 22:6-22:6,NEG,44,12,0,12174.4,2526.2,0,0,1297.5,152.9949,62949.9,35957.2,29225.7,14291.8,32674.9,0,0,0,0,0,0,-1.8,-1.8,-1.8,-1.8,0,-1.8,-1.8,-1.8,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:6-22:6
PG 44:10,-0.5,869.5334,PG 22:5-22:5,NEG,44,10,0,-1.8,-1.8,0,0,0,152.9949,-1.8,-1.8,-1.8,-1.8,0,0,0,0,0,0,0,-1.8,1637.4,0,0,0,-1.8,1637.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 22:5-22:5|PG 22:4-22:6
PG 44:8,2.9,873.5677,PG 20:4-24:4,NEG,44,8,0,0,0,3528.7,0,0,152.9949,30919.2,18377.9,4709.9,4047,0,0,0,0,0,0,0,15217.7,4876.2,1185.4,-1.8,0,1438.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PG 20:4-24:4|PG 22:4-22:4
PI 32:1,1.8,807.5043,PI 16:1-16:0,NEG,32,1,0,-1.6,-1.6,0,-1.6,0,152.9948,-1.6,-1.6,-1.6,-1.6,2374.9,241.0115,15605.3,6405.9,0,0,0,-1.6,-1.6,-1.6,-1.6,0,530403.7,485707.4,65897.4,9542.9,18893.6,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-16:0|PI 14:0-18:1
PI 32:0,0.7,809.5191,PI 16:0-16:0,NEG,32,0,0,1389112,808547,0,0,0,152.995,-1.7,-1.7,-1.7,-1.7,2453,241.0114,72233.9,47474.9,0,0,0,-1.7,-1.7,-1.7,-1.7,11699.4,-1.7,-1.7,-1.7,-1.7,11699.4,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-16:0|PI 14:0-18:0
PI 34:2,2.4,833.5206,PI 16:1-18:1,NEG,34,2,0,5808331.3,4187060,634161.9,329560.7,0,152.9949,687503.6,734159.3,-1.7,-1.7,0,241.0117,348535.9,258988.3,52981.8,67979.8,0,-1.7,-1.7,1313.8,-1.7,0,-1.7,-1.7,164146.5,110736.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-18:1|PI 16:0-18:2
PI 34:1,2.2,835.5361,PI 16:1-18:0,NEG,34,1,0,1227707.7,695394.1,67354.2,141548.8,0,152.995,-1.7,-1.7,-1.7,-1.7,-1.7,241.0116,60287.4,40791.3,-1.7,-1.7,0,-1.7,-1.7,-1.7,-1.7,0,-1.7,-1.7,31929.1,20222.9,15352.9,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-18:0|PI 16:0-18:1
PI 34:0,1.6,837.5512,PI 16:0-18:0,NEG,34,0,0,2064062.6,1396428.3,-1.7,0,0,152.9949,24189.4,-1.8,2307.5,6599.6,0,241.0115,130982.2,77597.5,3949.8,0,0,-1.8,-1.8,21791.7,9207.3,11406.4,-1.8,-1.8,-1.8,-1.8,11114.8,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-18:0
PI 36:5,3.2,855.5056,PI 16:1-20:4,NEG,36,5,0,-1.7,-1.7,617.5,11388.9,0,152.9949,-1.7,-1.7,-1.7,-1.7,0,241.0113,18988.8,18331.8,0,4050.9,0,-1.7,122.1,-1.7,-1.7,0,-1.7,-1.7,224571.2,102626.4,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:4|PI 20:5-16:0|PI 14:0-22:5
PI 36:4,2.2,857.5204,PI 16:1-20:3,NEG,36,4,0,16360323.2,10916781.7,2786454.6,4385618.4,0,152.9949,148266,-1.7,-1.7,-1.7,-1.7,241.0118,1248212.2,876349.5,250266.9,278305.9,0,0,2250.1,-1.7,4045.7,0,-1.7,-1.7,25706.5,16236.1,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:3|PI 20:4-16:0|PI 18:2-18:2
PI 36:3,-1.4,859.533,PI 16:0-20:3,NEG,36,3,0,-1.7,202395.4,-1.7,189113.5,0,152.995,-1.7,-1.7,4806.1,-1.7,0,241.0117,138641.5,119187.4,46587.4,58784.1,0,-1.7,-1.7,83972.7,49572.4,1696,-1.7,-1.7,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-20:3|PI 18:1-18:2|PI 18:0-18:3
PI 36:2,2.7,861.5522,PI 16:1-20:1,NEG,36,2,0,2665220.5,1569972.2,982253.5,1500421.7,0,152.9949,155343.6,140172.4,31575.8,39598.6,0,241.0117,199457.8,145016.5,78278,92831.7,0,5917.4,0,5792.9,0,0,6622.7,11012.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:1|PI 16:0-20:2|PI 18:1-18:1|PI 18:0-18:2
PI 36:1,1.6,863.5669,PI 16:1-20:0,NEG,36,1,0,344591,225075.1,10939.3,4691.5,0,152.995,140639.5,104457.6,29522,24007,7429.5,241.0117,50762.1,35555.1,18425,13540.4,16111.3,0,0,18849.4,8522.7,0,5588.1,5974.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-20:0|PI 16:0-20:1|PI 18:0-18:1
PI 36:0,0.4,865.5815,PI 16:0-20:0,NEG,36,0,0,102086.2,14039.8,-1.7,-1.7,0,152.9949,62949.9,35957.2,29225.7,14291.8,32674.9,241.0117,164307.9,93391,80921.9,66901.7,156173.4,-1.8,3368.2,-1.8,-1.8,20424.1,-1.8,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-20:0|PI 18:0-18:0
PI 38:7,-0.4,879.5025,PI 16:1-22:6,NEG,38,7,0,8838.8,-1.8,0,3221.6,0,152.995,-1.8,-1.8,-1.8,300.7,0,241.0114,3287.2,0,0,0,0,-1.8,-1.8,5237.3,3808.9,0,27321.5,33445.4,46820.3,30013.6,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-22:6
PI 38:6,2.7,881.5209,PI 16:1-22:5,NEG,38,6,0,1085008,753492.2,68374.4,259249,0,152.9949,-1.8,-1.8,-1.8,-1.8,0,241.0116,81273.3,75056.6,9356,16797.2,0,1917.1,0,4421.3,0,0,5219.4,4321.1,6389.6,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-22:5|PI 22:6-16:0|PI 18:2-20:4
PI 38:5,2.4,883.5363,PI 20:3-18:2,NEG,38,5,0,5624661.1,3773911.1,1240799.4,2160869.6,0,152.9953,110380,66661.1,-1.8,29180,2947.4,241.0117,508221.9,414952.8,103122.1,148725.8,0,-1.8,-1.8,-1.8,1974.2,0,-1.8,-1.8,-1.8,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-18:2|PI 22:5-16:0|PI 20:5-18:0|PI 18:1-20:4
PI 38:4,2.1,885.5517,PI 20:3-18:1,NEG,38,4,0,52331371.4,31727577.4,35462001.6,51117784.9,0,152.9949,1827082.5,1242719.8,1219996,1362178.5,0,241.0117,4303876.7,2793089.1,2701481.5,3307108.8,0,23593.2,26224.7,43748.6,42782.8,0,50836.5,22220.1,37249,31462.2,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-18:1|PI 16:0-22:4|PI 18:0-20:4
PI 38:2,0.9,889.5819,PI 16:1-22:1,NEG,38,2,0,0,0,0,23731,0,152.9949,112106.6,101147.5,18617.2,17191,0,241.0117,18332.6,10534.7,10919.5,10684.6,0,91119.4,44654.9,80717.1,58366.1,11223.8,5470.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:1-22:1|PI 20:2-18:0|PI 20:1-18:1
PI 38:1,0.2,891.597,PI 16:0-22:1,NEG,38,1,0,-1.8,0,-1.8,-1.8,0,152.9949,19922.9,15240.1,4011.2,8451.8,0,241.0121,1465.5,2470.4,0,0,0,1280210.6,897055.1,420336.2,375965.3,738776.6,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 16:0-22:1|PI 20:1-18:0|PI 18:1-20:0
PI 40:8,3.3,905.5215,PI 18:2-22:6,NEG,40,8,0,538301.4,426859.7,0,22371.9,0,152.9949,93867.9,82796.4,12525.9,11629,0,241.0116,65833.4,49578.2,0,0,0,24228.3,23845.8,29020.6,33814.6,0,5047.1,6225.8,10284.8,6422.7,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 18:2-22:6|PI 20:4-20:4
PI 40:7,0.3,907.5344,PI 20:3-20:4,NEG,40,7,0,424850.2,306052.1,183902.1,226222.6,0,152.9949,38321.7,-1.8,18559.8,13802.2,0,241.0118,37507.4,20841.6,4467.4,4788,0,20869,17190.3,0,0,0,37947.9,24007.3,3153,5530.1,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-20:4|PI 22:5-18:2|PI 22:6-18:1
PI 40:6,0.5,909.5503,PI 20:3-20:3,NEG,40,6,0,1150980.3,705584.7,200757.9,418556.4,3843.6,152.9949,83009,87283.5,27421.8,28211.7,0,241.0118,118456.4,79199.8,16060.9,27230.7,0,-1.8,1791.7,0,0,0,-1.8,1791.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:3-20:3|PI 20:2-20:4|PI 22:5-18:1|PI 18:0-22:6|PI 18:2-22:4
PI 40:5,2.3,911.5676,PI 22:5-18:0,NEG,40,5,0,767053.1,513217.6,72289.6,163308.6,0,152.9949,51255.8,36417.6,8522.1,12624.3,0,241.0115,95875.4,73123.5,12373.6,18389.6,0,41626.9,29509.8,827.4,4253.6,0,91961.8,76972.3,23272,35363.7,3131.8,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 22:5-18:0|PI 20:1-20:4|PI 18:1-22:4
PI 40:4,2.8,913.5837,PI 20:0-20:4,NEG,40,4,0,1591003,944713.7,97704.5,231555.7,1753.1,152.9949,75589.1,53315.7,9961.6,12303.5,0,241.0114,146713.2,97726.3,11720.3,15634.2,5132.2,4743.8,4186,4554.1,0,0,16091.1,11366.5,5826.1,5268.4,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 20:0-20:4|PI 24:4-16:0|PI 22:4-18:0|PI 18:1-22:3
PI 40:3,5.4,915.6017,PI 18:0-22:3,NEG,40,3,0,0,6211.7,7743.3,28046.2,575317.7,152.9949,35483.9,33353.8,7634.5,2351.9,0,241.0117,-1.8,-1.8,1803.2,-1.8,0,-1.8,-1.8,5853.7,8677.9,4318.6,0,6119.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 18:0-22:3
PI 42:9,-2.6,931.5318,PI 22:5-20:4,NEG,42,9,0,0,2527.3,0,0,0,152.9949,5619.9,207.5,-1.8,-1.8,6622,241.0116,51457.9,28453,11253.7,6409.1,23960.5,5555.6,0,0,0,0,9477.2,10802.5,2658.2,0,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 22:5-20:4
PI 42:4,-1.4,941.6111,PI 24:4-18:0,NEG,42,4,0,3799.2,0,0,0,0,152.995,33269.1,39153.8,12787.5,10496,4626.8,241.0114,8460.4,3918.3,0,0,0,5047.2,0,0,0,0,21701.9,15177.3,4081,3212.9,0,0,0,0,0,0,0,0,0,0,0,0,PREC,none,PI 24:4-18:0
PS 34:3,2,756.4836,PS 18:2-16:1,NEG,34,3,0,2666.3,1545.5,0,0,0,0,40511.9,37733.8,6768.3,9030,3508.8,0,0,0,0,0,0,393974.8,328115.7,174989.3,162489.7,0,7392.1,6891.2,-1.7,0,0,87.0344,4131.4,0,0,0,0,0,0,0,0,0,PREC,none,PS 18:2-16:1|PS 18:3-16:0
