QNAME,ERROR,CHEMSC,CLASS,LENGTH,DB,OH,NAME,SPECIE,MASS,PREC:mE531_POS_01.raw,PREC:mE531_POS_02.raw,PREC:mE531_POS_03.raw,PREC:mE531_POS_04.raw,PREC:mE531_POS_05.raw,SUMFA:mE531_POS_01.raw,SUMFA:mE531_POS_02.raw,SUMFA:mE531_POS_03.raw,SUMFA:mE531_POS_04.raw,SUMFA:mE531_POS_05.raw,MASSFRAG1,FRAG1:mE531_POS_01.raw,FRAG1:mE531_POS_02.raw,FRAG1:mE531_POS_03.raw,FRAG1:mE531_POS_04.raw,FRAG1:mE531_POS_05.raw,MASSFRAG2,FRAG2:mE531_POS_01.raw,FRAG2:mE531_POS_02.raw,FRAG2:mE531_POS_03.raw,FRAG2:mE531_POS_04.raw,FRAG2:mE531_POS_05.raw,FA1,MASSFA1,FA1INTENS:mE531_POS_01.raw,FA1INTENS:mE531_POS_02.raw,FA1INTENS:mE531_POS_03.raw,FA1INTENS:mE531_POS_04.raw,FA1INTENS:mE531_POS_05.raw,FA2,MASSFA2,FA2INTENS:mE531_POS_01.raw,FA2INTENS:mE531_POS_02.raw,FA2INTENS:mE531_POS_03.raw,FA2INTENS:mE531_POS_04.raw,FA2INTENS:mE531_POS_05.raw,POS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPCOPosMS1MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPCOPosMS1MS2,-4.51ppm,H37 C20 N1 O6 P1 ,LPCO-,12,4,None, LPCO- 12:4,Keine,418.2334,439.1,450.9,273.9,0,344.7,0,2210.9,1856.1,0,0,184.0736,0,2210.9,1856.1,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,1.84ppm,H39 C20 N1 O6 P1 ,LPCO-,12,3,None, LPCO- 12:3,Keine,420.2517,0,0,1000.4,773.1,381.2,0,3432.1,2396.4,0,0,184.0736,0,3432.1,2396.4,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-2.40ppm,H41 C20 N1 O6 P1 ,LPCO-,12,2,None, LPCO- 12:2,Keine,422.2656,17213.9,16212.2,5549.7,17723.7,15339,1725.5,4030.3,5901.3,2948.4,0,184.0737,1725.5,4030.3,5901.3,2948.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,0.21ppm,H43 C20 N1 O6 P1 ,LPCO-,12,1,None, LPCO- 12:1,Keine,424.2823,4756.8,19133.9,26812.8,4461.4,10932.6,1682.2,3754.7,2136.7,2413.1,0,184.0734,1682.2,3754.7,2136.7,2413.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-1.11ppm,H45 C20 N1 O6 P1 ,LPCO-,12,0,None, LPCO- 12:0,Keine,426.2974,0,2837.8,1368.3,0,0,3245.8,11747.8,8909.9,6577.8,5326.2,184.0735,3245.8,11747.8,8909.9,6577.8,5326.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-0.76ppm,H43 C22 N1 O6 P1 ,LPCO-,14,3,None, LPCO- 14:3,Keine,448.2819,9591.5,10405.2,5335.7,8283.9,13694.4,2494.8,5572.5,3707.7,0,0,184.073,2494.8,5572.5,3707.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,0.50ppm,H45 C22 N1 O6 P1 ,LPCO-,14,2,None, LPCO- 14:2,Keine,450.2981,1132.8,0,331,0,0,118651.2,143053.8,65817.1,142119.5,204213.1,184.0733,118651.2,143053.8,65817.1,142119.5,204213.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,1.80ppm,H47 C22 N1 O6 P1 ,LPCO-,14,1,None, LPCO- 14:1,Keine,452.3144,551.8,2238,0,358,0,846390.3,872327,422632.4,954610.8,1605160.5,184.0733,846390.3,872327,422632.4,954610.8,1605160.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,0.39ppm,H49 C22 N1 O6 P1 ,LPCO-,14,0,None, LPCO- 14:0,Keine,454.3294,0,0,285.2,497.2,0,-1.3,-1.3,-1.3,-1.3,-1.3,184.0732,-1.3,-1.3,-1.3,-1.3,-1.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,5.33ppm,H41 C24 N1 O6 P1 ,LPCO-,16,6,None, LPCO- 16:6,Keine,470.2691,525.2,0,385,0,0,2559,4249.2,1711.9,1151.7,0,184.0733,2559,4249.2,1711.9,1151.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,2.56ppm,H45 C24 N1 O6 P1 ,LPCO-,16,4,None, LPCO- 16:4,Keine,474.2991,0,0,0,0,982.5,2611.9,5024.8,3267.4,2472.5,0,184.0733,2611.9,5024.8,3267.4,2472.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-1.88ppm,H49 C24 N1 O6 P1 ,LPCO-,16,2,None, LPCO- 16:2,Keine,478.3283,0,3382.7,38157,2680.9,0,3780.7,9213.3,4510.3,0,5072.5,184.0735,3780.7,9213.3,4510.3,0,5072.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,3.20ppm,H51 C24 N1 O6 P1 ,LPCO-,16,1,None, LPCO- 16:1,Keine,480.3464,12361.8,5030.5,9525.7,4487.7,79008.2,2968.7,9050.9,5704.6,10278.1,2531.7,184.0733,2968.7,9050.9,5704.6,10278.1,2531.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-1.94ppm,H53 C24 N1 O6 P1 ,LPCO-,16,0,None, LPCO- 16:0,Keine,482.3596,63551.3,5725.3,134598.7,67525,2488.6,6464,7428.3,38295.2,20473.5,0,184.0734,6464,7428.3,38295.2,20473.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,5.18ppm,H43 C26 N1 O6 P1 ,LPCO-,18,7,None, LPCO- 18:7,Keine,496.2848,0,0,0,568.9,0,305492.1,2187918.9,12354928.3,288664.6,3599.3,184.0733,305492.1,2187918.9,12354928.3,288664.6,3599.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-1.03ppm,H51 C26 N1 O6 P1 ,LPCO-,18,3,None, LPCO- 18:3,Keine,504.3443,525.4,906,1482.4,518.8,0,1901.7,6406.4,4840.2,2604.5,0,184.0731,1901.7,6406.4,4840.2,2604.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-1.88ppm,H53 C26 N1 O6 P1 ,LPCO-,18,2,None, LPCO- 18:2,Keine,506.3595,643.8,1402.1,33744.6,1149.8,0,2393.1,6441.8,6589.7,2944.2,2353.4,184.0733,2393.1,6441.8,6589.7,2944.2,2353.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-0.64ppm,H55 C26 N1 O6 P1 ,LPCO-,18,1,None, LPCO- 18:1,Keine,508.3758,6711,6546.1,131924.6,6119,0,8145.8,20948.6,27004.7,48302.6,6205,184.0736,8145.8,20948.6,27004.7,48302.6,6205,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-0.48ppm,H57 C26 N1 O6 P1 ,LPCO-,18,0,None, LPCO- 18:0,Keine,510.3916,0,0,51809.8,1909.6,0,21559.5,44457.1,199532.8,64003.6,19914.3,184.0734,21559.5,44457.1,199532.8,64003.6,19914.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-4.60ppm,H41 C28 N1 O6 P1 ,LPCO-,20,10,None, LPCO- 20:10,Keine,518.2642,715.3,2117.1,4695.7,472.2,0,11370.6,10964.8,30592.6,54723.6,11760,184.0732,11370.6,10964.8,30592.6,54723.6,11760,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,0.36ppm,H43 C28 N1 O6 P1 ,LPCO-,20,9,None, LPCO- 20:9,Keine,520.2824,0,0,761.5,0,0,31413.4,45912.3,2083494.2,112561.2,5794,184.0733,31413.4,45912.3,2083494.2,112561.2,5794,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-1.38ppm,H61 C28 N1 O6 P1 ,LPCO-,20,0,None, LPCO- 20:0,Keine,538.4224,0,0,8480.4,0,0,5323.5,18367.5,138607.2,37831.9,3686.6,184.0734,5323.5,18367.5,138607.2,37831.9,3686.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-5.84ppm,H39 C30 N1 O6 P1 ,LPCO-,22,13,None, LPCO- 22:13,Keine,540.2478,0,0,20253.9,0,0,620.3,-1.4,-1.4,-1.4,0,184.0732,620.3,-1.4,-1.4,-1.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-2.77ppm,H41 C30 N1 O6 P1 ,LPCO-,22,12,None, LPCO- 22:12,Keine,542.2651,7427.4,22032.5,46953.2,545.8,0,3299.1,7448.4,17086.8,38970.8,2256.9,184.0732,3299.1,7448.4,17086.8,38970.8,2256.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-0.49ppm,H61 C30 N1 O6 P1 ,LPCO-,22,2,None, LPCO- 22:2,Keine,562.4228,886905.3,1045324.4,253154.9,986219.1,1023657.8,2514,2632.4,9724.6,3319.7,0,184.0736,2514,2632.4,9724.6,3319.7,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,0.81ppm,H63 C30 N1 O6 P1 ,LPCO-,22,1,None, LPCO- 22:1,Keine,564.4392,0,678.1,0,0,0,0,3826.8,3743.4,13938.7,2943.2,184.0734,0,3826.8,3743.4,13938.7,2943.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-2.36ppm,H65 C30 N1 O6 P1 ,LPCO-,22,0,None, LPCO- 22:0,Keine,566.4531,0,0,0,744.8,0,6055.1,16008.4,16368.6,12060.6,2237,184.0734,6055.1,16008.4,16368.6,12060.6,2237,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-4.23ppm,H43 C32 N1 O6 P1 ,LPCO-,24,13,None, LPCO- 24:13,Keine,568.2798,0,0,371.8,0,0,10739.1,242082.3,68269,-1.5,0,184.0734,10739.1,242082.3,68269,-1.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,5.39ppm,H53 C32 N1 O6 P1 ,LPCO-,24,8,None, LPCO- 24:8,Keine,578.3636,822.6,0,0,399.8,0,3166.9,55404.4,16815.8,11014.6,2575.2,184.0732,3166.9,55404.4,16815.8,11014.6,2575.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,-4.95ppm,H59 C32 N1 O6 P1 ,LPCO-,24,5,None, LPCO- 24:5,Keine,584.4046,204783.7,199593.2,14851.2,192807.1,211929.6,8231.1,26734.2,49061.1,9261.1,6302.9,184.0734,8231.1,26734.2,49061.1,9261.1,6302.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCOPosMS1MS2,5.04ppm,H49 C34 N1 O6 P1 ,LPCO-,26,12,None, LPCO- 26:12,Keine,598.3322,0,768,0,0,0,4507.9,12382.1,14884.1,110257.1,0,184.0732,4507.9,12382.1,14884.1,110257.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,LPCPosMS1MS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPCPosMS1MS2,-5.55ppm,H41 C20 N1 O7 P1 ,LPC,12,1,None, LPC 12:1,Keine,438.2591,0,678.2,278.1,0,14078.7,2393.6,4919.7,3410.2,2181.2,2385.5,184.0737,2393.6,4919.7,3410.2,2181.2,2385.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.47ppm,H43 C20 N1 O7 P1 ,LPC,12,0,None, LPC 12:0,Keine,440.277,6451160.2,11803838.3,4005175.7,5933168.2,7932450.7,2997796,4915310.2,2321071.9,3931124.2,5049474.9,184.0734,2997796,4915310.2,2321071.9,3931124.2,5049474.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-5.90ppm,H41 C22 N1 O7 P1 ,LPC,14,3,None, LPC 14:3,Keine,462.2588,577105.9,958425,242605.8,484837.7,680284,6569.9,9595.8,3015.5,0,4999.9,184.0731,6569.9,9595.8,3015.5,0,4999.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.20ppm,H43 C22 N1 O7 P1 ,LPC,14,2,None, LPC 14:2,Keine,464.2771,0,548.1,0,0,0,17828.5,21741.7,10880,2972.8,35048.1,184.0732,17828.5,21741.7,10880,2972.8,35048.1,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.24ppm,H45 C22 N1 O7 P1 ,LPC,14,1,None, LPC 14:1,Keine,466.2927,4409519.9,5237992.2,1790284.4,3600731.7,5681575.8,2164.9,7751.2,5545.6,11162,0,184.0734,2164.9,7751.2,5545.6,11162,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.45ppm,H47 C22 N1 O7 P1 ,LPC,14,0,None, LPC 14:0,Keine,468.3083,733.2,11194.7,27355.8,35056.1,2539.9,7534.5,14534.6,24282.2,45862.7,6326.3,184.0733,7534.5,14534.6,24282.2,45862.7,6326.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.38ppm,H37 C24 N1 O7 P1 ,LPC,16,7,None, LPC 16:7,Keine,482.2304,0,0,730.2,754.3,0,6464,7428.3,38295.2,20473.5,0,184.0734,6464,7428.3,38295.2,20473.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,4.70ppm,H39 C24 N1 O7 P1 ,LPC,16,6,None, LPC 16:6,Keine,484.2481,0,0,0,0,399.5,1617.9,5786,-1.3,384.5,2437.4,184.0736,1617.9,5786,-1.3,384.5,2437.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-4.92ppm,H43 C24 N1 O7 P1 ,LPC,16,4,None, LPC 16:4,Keine,488.2748,582301.1,619726.8,154787,468333.6,752201.1,2000.8,4331.5,2511.8,3007.4,0,184.0733,2000.8,4331.5,2511.8,3007.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.67ppm,H47 C24 N1 O7 P1 ,LPC,16,2,None, LPC 16:2,Keine,492.3088,0,828.8,425.3,0,0,2356.2,6855.7,3134.2,5187.1,2042.2,184.073,2356.2,6855.7,3134.2,5187.1,2042.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.48ppm,H49 C24 N1 O7 P1 ,LPC,16,1,None, LPC 16:1,Keine,494.3239,0,59077,236605.6,42640.3,0,6296.3,39956.5,128699.2,71008.3,2685.2,184.0734,6296.3,39956.5,128699.2,71008.3,2685.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.43ppm,H51 C24 N1 O7 P1 ,LPC,16,0,None, LPC 16:0,Keine,496.3396,694028.6,4879257.9,24467206.3,269535.7,0,305492.1,2187918.9,12354928.3,288664.6,3599.3,184.0733,305492.1,2187918.9,12354928.3,288664.6,3599.3,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.13ppm,H43 C26 N1 O7 P1 ,LPC,18,6,None, LPC 18:6,Keine,512.2771,0,0,0,483.6,0,-1.4,2979.8,-1.4,-1.4,35.5,184.073,-1.4,2979.8,-1.4,-1.4,35.5,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.89ppm,H49 C26 N1 O7 P1 ,LPC,18,3,None, LPC 18:3,Keine,518.3231,0,239061.8,1098153.1,693.8,0,11370.6,10964.8,30592.6,54723.6,11760,184.0732,11370.6,10964.8,30592.6,54723.6,11760,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,1.32ppm,H51 C26 N1 O7 P1 ,LPC,18,2,None, LPC 18:2,Keine,520.3404,0,0,2697093.5,4841.4,0,31413.4,45912.3,2083494.2,112561.2,5794,184.0733,31413.4,45912.3,2083494.2,112561.2,5794,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.36ppm,H53 C26 N1 O7 P1 ,LPC,18,1,None, LPC 18:1,Keine,522.3552,72376.6,1983300.7,2909158,258322.1,0,47239,1071264.1,1568039.9,424406,9425.2,184.0734,47239,1071264.1,1568039.9,424406,9425.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.13ppm,H55 C26 N1 O7 P1 ,LPC,18,0,None, LPC 18:0,Keine,524.371,263088.8,1938829.4,17868451.3,1264408.1,0,116515.2,665906.8,9307470,755562.6,15376.2,184.0733,116515.2,665906.8,9307470,755562.6,15376.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-5.74ppm,H37 C28 N1 O7 P1 ,LPC,20,11,None, LPC 20:11,Keine,530.2272,684.1,0,0,0,0,2294.4,4792.2,3161.7,0,0,184.0735,2294.4,4792.2,3161.7,0,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,2.75ppm,H47 C28 N1 O7 P1 ,LPC,20,6,None, LPC 20:6,Keine,540.3099,0,813.6,389,2443.5,4929.1,620.3,-1.4,-1.4,-1.4,0,184.0732,620.3,-1.4,-1.4,-1.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.82ppm,H49 C28 N1 O7 P1 ,LPC,20,5,None, LPC 20:5,Keine,542.3231,0,0,174971,3071.1,0,3299.1,7448.4,17086.8,38970.8,2256.9,184.0732,3299.1,7448.4,17086.8,38970.8,2256.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.47ppm,H51 C28 N1 O7 P1 ,LPC,20,4,None, LPC 20:4,Keine,544.339,6528.1,321537.5,871138.2,2485.6,0,47307.3,214816.8,576036.5,39411.5,0,184.0733,47307.3,214816.8,576036.5,39411.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.77ppm,H53 C28 N1 O7 P1 ,LPC,20,3,None, LPC 20:3,Keine,546.3534,1690.9,73821.2,773792.6,56498.1,0,1693.4,3725.5,58379.1,106614.5,0,184.0734,1693.4,3725.5,58379.1,106614.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.80ppm,H55 C28 N1 O7 P1 ,LPC,20,2,None, LPC 20:2,Keine,548.3706,0,894.9,33978.1,528.2,0,9243.8,25040.2,36804.2,222962.7,3401.9,184.0734,9243.8,25040.2,36804.2,222962.7,3401.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-2.45ppm,H57 C28 N1 O7 P1 ,LPC,20,1,None, LPC 20:1,Keine,550.3854,601.6,183230.5,89614.4,0,0,8733.6,173554.9,76555.3,268694.1,0,184.0734,8733.6,173554.9,76555.3,268694.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.71ppm,H59 C28 N1 O7 P1 ,LPC,20,0,None, LPC 20:0,Keine,552.402,0,1839.2,108125.3,5706.1,0,7537.1,24002.1,93904.5,21973.5,3000.6,184.0734,7537.1,24002.1,93904.5,21973.5,3000.6,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,0.44ppm,H51 C30 N1 O7 P1 ,LPC,22,6,None, LPC 22:6,Keine,568.34,1643.9,547522.7,145931.4,0,0,10739.1,242082.3,68269,-1.5,0,184.0734,10739.1,242082.3,68269,-1.5,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,2.57ppm,H53 C30 N1 O7 P1 ,LPC,22,5,None, LPC 22:5,Keine,570.3569,0,0,2024.1,566.8,612.7,1765.4,-1.4,13266.2,228918.7,2192.2,184.0734,1765.4,-1.4,13266.2,228918.7,2192.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.31ppm,H55 C30 N1 O7 P1 ,LPC,22,4,None, LPC 22:4,Keine,572.3709,0,14408.3,1016.5,0,0,36282,57225.3,57162.8,75390.1,0,184.0733,36282,57225.3,57162.8,75390.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.23ppm,H61 C30 N1 O7 P1 ,LPC,22,1,None, LPC 22:1,Keine,578.4173,0,5694.8,2581.3,0,0,3166.9,55404.4,16815.8,11014.6,2575.2,184.0732,3166.9,55404.4,16815.8,11014.6,2575.2,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.33ppm,H63 C30 N1 O7 P1 ,LPC,22,0,None, LPC 22:0,Keine,580.4329,0,0,36401.5,0,0,18427.1,112301.4,101122.4,7724.9,0,184.0733,18427.1,112301.4,101122.4,7724.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,1.77ppm,H43 C32 N1 O7 P1 ,LPC,24,12,None, LPC 24:12,Keine,584.2782,788.9,780.6,0,0,0,8231.1,26734.2,49061.1,9261.1,6302.9,184.0734,8231.1,26734.2,49061.1,9261.1,6302.9,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-2.62ppm,H45 C32 N1 O7 P1 ,LPC,24,11,None, LPC 24:11,Keine,586.2913,2842.2,7608.9,15631.1,0,0,1280,3760.9,2067.6,5752.2,0,184.0732,1280,3760.9,2067.6,5752.2,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-5.46ppm,H49 C32 N1 O7 P1 ,LPC,24,9,None, LPC 24:9,Keine,590.3209,0,2724.9,0,0,0,3730.8,6225.5,6535.8,4663.9,0,184.0732,3730.8,6225.5,6535.8,4663.9,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-3.61ppm,H57 C32 N1 O7 P1 ,LPC,24,5,None, LPC 24:5,Keine,598.3846,0,0,466.3,497.3,0,4507.9,12382.1,14884.1,110257.1,0,184.0732,4507.9,12382.1,14884.1,110257.1,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.19ppm,H65 C32 N1 O7 P1 ,LPC,24,1,None, LPC 24:1,Keine,606.4492,0,712.8,3518.7,0,0,10120.5,62658.4,47099.3,15754.4,0,184.0734,10120.5,62658.4,47099.3,15754.4,0,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-1.35ppm,H67 C32 N1 O7 P1 ,LPC,24,0,None, LPC 24:0,Keine,608.4641,0,3176.8,58454.3,0,0,25378.2,142353.1,99811.7,40071.7,28435.4,184.0732,25378.2,142353.1,99811.7,40071.7,28435.4,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
LPCPosMS1MS2,-0.48ppm,H71 C34 N1 O7 P1 ,LPC,26,0,None, LPC 26:0,Keine,636.496,0,0,455.3,1140.1,0,40187.7,131819.8,131937.5,111702.2,43397.7,184.0733,40187.7,131819.8,131937.5,111702.2,43397.7,None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,
