mol%, MBA 453 cells, MBA 453 cells, MDA 231 cells, MDA 231 cells, MDA 468 cells, MDA 468 cells, MBA 436 cells, MBA 436 cells, HCC70  cells, HCC70  cells,HCC38 CM,HCC38 CM, MBA 453 CM, MBA 453 CM, MDA 231 CM, MDA 231 CM, MDA 468 CM, MDA 468 CM, MBA 436 CM, MBA 436 CM, HCC70  CM, HCC70  CM
PE 36:2,6.494892062,6.777276008,2.835859435,2.783702603,4.810135279,5.69488735,2.582941778,2.533878947,2.608645613,2.689204891,0.618562883,0.423118918,2.174573198,2.041014114,1.803505358,0.410935043,3.713948498,4.32458349,1.579216239,1.635744825,1.947194224,1.819708472
PE 36:1,0,0,4.501598545,4.479248887,0,0,4.392399542,4.247901261,5.374654259,0,2.392642138,1.903135591,0,0,3.705256053,0.571927245,0,0,2.984874864,3.116030958,4.003559519,3.761618875
PE 38:6,0.216697437,0.226458129,0.293231989,0.281329143,0.203479468,0.172831073,0.305787636,0.305510042,0.698016773,0.678771773,0.027574564,0.002940368,0.002707209,0.006826482,0.020353162,0,0.189974813,0.153876105,0.170750772,0.14508122,0.415525585,0.387932012
PE 38:4,1.184350319,1.221448544,1.839645217,1.82756002,1.398754962,0.801188539,1.909991337,1.848344954,2.19506638,2.225562579,0.638176185,0.508551922,0.443035334,0.414960044,1.255949406,0.236057757,1.069680919,0.622967201,1.419146569,1.420858966,1.496557319,1.400626246
PE 38:2,0.768740189,0.807388662,0.644849443,0.642428289,0.761276878,0.750542681,0.882299072,0.877108424,0.966452384,1.034872211,0.3318839,0.285895741,0.188054955,0.166609024,0.367447867,0.021943104,0.4311802,0.419336025,0.408029935,0.428797043,0.643997771,0.610613393
PE 40:7,0.335659723,0.358042221,0.470959357,0.47726735,0.476236464,0.320610713,0.399409273,0.409581678,0.679304438,0.64703667,0.114427141,0.097288778,0.020678754,0.045635125,0.362386348,0.009395286,0.362432944,0.208029874,0.396417288,0.397998492,0.470913972,0.428195925
PE 40:6,0.461936877,0.489154212,0.687515138,0.661693487,0.29711817,0.375015322,0.678713155,0.678519879,1.001952504,0.984057612,0.149553026,0.10496937,0.031847646,0,0.334602374,0.005790898,0.202798694,0.267821918,0.407251359,0.422747848,0.730042975,0.692235628
PE 40:5,0.308901786,0.305706082,0.344072265,0.339632679,0.477945164,0.260513455,0.318420815,0.314505233,0.62643494,0.645026051,0.183156755,0.235683967,0.071427842,0.053791746,0.211999837,0,0.320898159,0.187742215,0.201619539,0.226122855,0.49581313,0.472817146
PE 40:4,0,0,0.33743148,0,0,0,0.369198104,0.357935631,0,0,0.30774742,0.293215164,0,0,0,0,0,0,0.318736301,0.340022683,0,0
PE 40:3,0.076967957,0.081568412,0.195027538,0.195480476,0.052670315,0.087800259,0.275464679,0.27369242,0.386091234,0.428624537,0.107337656,0.087955969,0,0,0.017665956,0,0.02855685,0.055273405,0.138483162,0.147527816,0.270566315,0.250021735
PE 40:2,0.444458772,0.471906685,0,0,0.477749322,0.476297462,0.677687862,0.665416846,0,0,0,0,0,0,0,0.002979546,0.269529484,0.267935443,0.284417537,0.33767404,0,0
PE 40:1,0,0,0.202225869,0.209678177,0,0,0.186451761,0.175309634,0.085847107,0.095301262,0,0.046375343,0,0,0.094721516,0,0,0,0.091899823,0.104800613,0.079240312,0.074675467
PE 42:8,0.014193922,0.007312494,0,0.005117153,0.028864117,0,0.001600942,0.002922562,0.054294373,0.050743976,0.001535716,0.013212333,0,0,0,0,0.048188205,0.021452115,0.003459914,0.016416572,0.053625841,0.051356686
PE 42:7,0.010758934,0.008763728,0,0.00245205,0.004022879,0.001320718,0.076675017,0.076433839,0.122564274,0.127002344,0,0.00360512,0,0,0,0,0.006054834,0.003264966,0,0,0.078023916,0.069879505
PE 42:6,0,0.036194313,0.295034484,0.155745277,0,0.040109864,0.10079786,0.100702284,0.152716744,0.165392532,0,0,0,0,0,0,0,0.04763405,0.718502877,0,0.114196266,0.109250207
PE 42:5,0.046450195,0.044447979,0.052259748,0.063846517,0.118745363,0.049259229,0.122928639,0.115537719,0.132694426,0.143967841,0.037482006,0,0,0,0,0,0.074203181,0.033037925,0,0,0.108630379,0.102854897
PE 42:3,0,0,0,0,0,0.001443103,0.041360106,0.040283813,0.032245653,0.035892793,0,0,0,0,0,0,0,0,0,0,0,0
PE 42:2,0.014816361,0.022116922,0.022137247,0.01843615,0.032823306,0.051114202,0.040380866,0.039800009,0.014368494,0.013953414,0,0,0,0,0,0,0.025789978,0.037013963,0.005389188,0.004111994,0.014027422,0.011848325
PE 42:1,0,0,0.087999452,0.089867822,0,0,0.046520158,0.040279902,0.010291651,0.011576251,0,0,0,0,0,0,0,0,0,0,0.011803232,0.010583969
PE 44:9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE 44:8,0,0,0,0,0,0,0,0,0.006096964,0.006592573,0,0,0,0,0,0,0,0,0,0,0.004103877,0.002727659
PE 44:7,0,0,0,0,0,0,0.013412171,0.015347641,0.018211808,0.019488593,0,0,0,0,0,0,0,0,0,0,0.007464449,0.008021446
PE 44:6,0,0,0,0,0,0,0.010957267,0.006622746,0.014624376,0,0,0,0,0,0,0,0.001392382,0,0,0,0.009767042,0.011687647
PE 44:5,0,0,0.00396083,0.004660255,0.012016451,0.002465272,0.031310757,0.034329853,0.036170726,0.031048676,0,0,0,0,0,0,0.004178937,0.003757977,0,0,0.028111585,0.027003801
PE 44:4,0,0,0.018397785,0.006275351,0,0,0.029106703,0.024333825,0.017222504,0,0,0,0,0,0,0,0,0,0.002563846,0,0.018221755,0.021239053
PE 44:3,0,0,0,0,0,0,0.001714304,0,0.001055964,0.002387537,0,0,0,0,0,0,0,0,0,0,0.003132773,0.002318097
PE 44:2,0,0,0.01224294,0.007104815,0.00242641,0.01994268,0.018757304,0.016559834,0.005693435,0,0,0,0,0,0,0,0.002675363,0.010369445,0,0,0.002619997,0.002746144
PE 44:1,0,0,0.011245086,0.011715135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001007074
SM 32:2;2,0.003624174,0.003520359,0.012311451,0.011809019,0.039541597,0.031190227,0.005163299,0.004966748,0.004026948,0.002370073,0.002698824,0.013801696,0.002829061,0.006407785,0.010096084,0.073114617,0.031491246,0.005251856,0.003451361,0.005301002,0.011737792,0.01171293
SM 32:1;2,0.051036195,0.050695802,0.139202473,0.135948827,0.115481067,0.135685012,0.075332467,0.072508075,0.070578762,0.074525962,0.057435536,0.032306164,0,0.002402126,0.213006776,0.003609973,0.12495014,0.153396612,0.076942157,0.04790836,0.101281522,0.096549627
SM 32:0;2,0.015625873,0.017230605,0.002180349,0,0.001069006,0.005312361,0.002349639,0.002047226,0.003548564,0.004164377,0,0,0.004153612,0,0.005158588,0,0,0.003886162,0.00115123,0,0.007515048,0.006520302
SM 34:2;2,0.021515273,0.022530149,0.180132755,0.181148124,0.085003525,0.089924915,0.171693074,0.166336445,0.051587898,0.050707725,0.077298195,0.066298461,0.149930331,0.131083013,0.337870796,0.02785846,0.116589492,0.138225805,0.187480899,0.205520396,0.093292213,0.091408396
SM 34:1;2,1.91619887,1.948398334,1.760155003,1.773133094,2.0419923,2.376480695,2.194071309,2.118238443,1.179280131,1.243234893,1.334679006,1.140338956,4.636726855,4.578047883,2.860567867,0.582128154,2.323833006,0,2.985988806,3.120106782,0,0
SM 34:0;2,0.750638909,0.764649513,0.108934658,0.108293501,0.099553692,0.138049416,0.218210359,0.206401623,0.082854563,0.088237153,0.025918831,0.003874062,1.151528868,1.150394975,0.044858603,0.039719623,0.078978099,0,0.219459448,0.229061925,0,0
SM 36:2;2,0.006138213,0.002760606,0.03737312,0.035242153,0.014976802,0.026221346,0.133118636,0.128768858,0.051439177,0.052979574,0.067644858,0.051428247,0.002900358,0.013846525,0.169435046,0.029034843,0.039733799,0.042753925,0.152764078,0.151978538,0.089444401,0.087407943
SM 36:1;2,0.037427795,0.037141684,0.1060984,0.104756918,0.042243585,0.072225947,0.226543085,0.228873279,0.083315488,0.08225913,0.115296242,0.080780124,0.049780727,0.046469921,0.178964507,0,0.076869591,0,0.342409477,0.35349097,0,0
SM 36:0;2,0,0,0,0,0,0,0,0,0,0,0,0.030825137,0.003135861,0.008175873,0,0.18656931,0,0,0,0,0,0
SM 38:2;2,0,0,0,0,0.001764724,0.003182927,0.01135574,0.010716078,0.005050021,0.00437993,0.002808219,0,0,0,0,0.001329163,0.001507967,0,0.001191547,0,0,0
SM 40:2;2,0.054759343,0.057756003,0.090369206,0.08445572,0.119603914,0.166463527,0.128967732,0.126608862,0.087109698,0.082573472,0.075318599,0.039980616,0.061467796,0.043938925,0.120898041,0,0.142892772,0,0.126212138,0.128100513,0,0
SM 40:1;2,0.158520634,0.163458027,0.398056662,0.388030475,0,0,0.386859309,0.365323124,0.213004708,0.217014437,0.175617482,0.142556634,0.398432842,0.372072619,0.508715359,0.069354144,0.067563507,0.084398654,0.447529629,0.469317481,0.356270444,0.334775523
SM 40:0;2,0.00929166,0.014587468,0,0,0,0,0.003355288,0.001053881,0.006998889,0.005759707,0,0.007765792,0.002301705,0,0,0.042953811,0,0,0,0.00221641,0,0
SM 42:2;2,0.646492763,0.678337244,0.788702438,0.769040862,1.001850084,1.227052451,1.620424499,1.588911334,0.993354073,1.004906132,0.515321892,0.422956301,1.10721005,1.102921306,0.973292746,0.234028493,1.222554138,1.532947466,1.592929761,1.678514009,1.625661575,1.525082749
SM 42:1;2,0.430077419,0.443262884,1.488078774,1.446116029,0,0.084988688,1.522958488,1.487434442,0.622739281,0.631935539,0.282905668,0.185157133,0.871187964,0.855783439,1.730837312,0.374196681,0.142223616,0,1.505407121,1.542916369,0,0
SM 42:0;2,0,0,0,0,0,0,0,0,0,0,0,0.001193223,0,0,0,0.035907929,0,0,0,0,0,0
SM 44:2;2,0.20862853,0.218209096,0.059152434,0.049387651,0.01695729,0.04939305,0.066745821,0.066237225,0.114088942,0.115922658,0.009635757,0,0.431730002,0.455121632,0,0,0.018909149,0,0.013525792,0.010990709,0,0
SM 44:1;2,0.091922831,0.095659971,0.072147639,0.069042655,0,0,0.019457442,0.016467612,0.056688218,0.053375739,0.002096599,0.001753735,0.235949374,0.221823153,0.022563687,0,0,0,0,0,0.117711455,0.108626371
TAG 42:0,0.004685471,0.004135357,0,0,0,0,0,0,0.002327836,0.002473205,0,0,0,0,0,0.026530384,0.014077865,0,0,0,0,0
TAG 44:1,0.013488556,0.01415442,0,0,0,0,0,0,0.012433178,0.012626809,0,0.05939773,0,0,0,0.020299613,0.022060213,0.014615118,0,0,0.007407669,0.007259536
TAG 44:0,0.02576231,0.027678314,0,0,0.004117124,0.00551222,0.001341022,0.002483615,0.014527149,0.015855021,0,0.029955396,0,0,0,0.008927764,0.024231904,0.005816109,0,0,0.004108275,0.004375761
TAG 46:2,0.013831183,0.01506145,0,0,0,0.002691718,0,0,0.025507402,0.022419054,0,0.10307706,0,0,0,0,0.034897573,0.029048068,0,0,0.018601748,0.017651989
TAG 46:1,0.061956375,0.062289257,0.019092476,0.034070214,0.021164144,0.021623069,0.005976563,0.006136931,0.048191025,0.044626916,0,0.173232396,0.217536114,0.143785558,0,0,0.066445921,0.042766329,0.030677385,0.031811234,0.034425161,0.032870635
TAG 46:0,0.05128868,0.050896746,0,0,0.015972946,0,0.018204535,0.01697448,0.037241697,0.038793676,0,0.034046392,0,0,0,0.004076077,0.028272329,0,0,0,0.016664878,0.016430494
TAG 48:3,0.009041875,0.009061863,0,0,0,0,0.006734966,0.006514964,0.032055369,0.030247588,0,0.090241959,0,0,0,0.027011942,0.023118397,0.022642915,0,0,0.042742077,0.040888708
TAG 48:2,0.070990477,0.071023515,0,0,0.04930507,0.054509073,0.015234687,0.015178256,0.082636447,0.078974574,0,0.188085654,0,0,0,0,0.113133047,0.094748797,0,0,0.092854657,0.08891729
TAG 48:1,0.179715287,0.178911458,0,0,0.124774263,0.126560041,0.078345718,0.076355488,0.149611942,0.145004532,0,0.205751444,0,0,0,0,0.143489936,0.118998499,0,0,0.150606727,0.144890753
TAG 48:0,0.064114554,0.067229497,0,0,0.004483768,0.005370663,0.07547273,0.072783554,0.056873662,0.057841447,0,0.074695839,0,0,0,0,0.030423448,0.012616006,0,0,0.044549772,0.042738365
TAG 50:3,0.031142869,0.030852409,0,0,0.030249353,0.037331578,0.019188904,0.01870521,0.08331564,0.075100738,0.02645602,0.173278324,0,0,0,0.018320019,0.089720263,0.084906168,0,0,0.144997153,0.139788814
TAG 50:2,0.186229522,0.191061995,0,0.009203599,0.182105916,0.194950035,0.107955026,0.107564561,0.214170141,0.204498686,0.093027884,0.331543009,0,0,0,0,0.293934258,0.268651187,0.115365516,0.117513352,0.313391725,0.304148689
TAG 50:1,0.174411535,0.177252062,0.025515457,0.039716537,0.124651659,0.121302559,0.290701333,0.280544351,0.184182016,0.184707316,0.0544693,0.223092516,0,0,0,0,0.14476787,0.122939303,0.307736114,0.323901686,0.221068004,0.213911033
TAG 52:5,0,0,0,0,0,0,0.006609886,0.006723947,0.027163143,0.025087373,0.08548828,0.117065633,0,0,0,0,0,0.011629266,0.011194262,0,0.090936108,0.086780204
TAG 52:4,0,0,0,0,0.047076328,0.002662493,0.018407447,0.018519599,0.063541407,0.058641191,0.096493674,0.250160198,0,0,0.025137797,0.063947194,0.062450475,0.038894904,0.01399495,0.018274385,0.175646276,0.170895527
TAG 52:3,0.077803458,0.079885106,0.010251491,0.02877216,0.10226926,0.120567387,0.087326166,0.086093045,0.165383278,0.157565504,0.17509519,0.384766163,0,0,0,0,0.234621058,0.222258937,0.150420847,0.149579915,0.31989431,0.30724627
TAG 52:2,0.212512552,0.212770652,0.054563311,0.083648195,0.256802181,0.274146882,0.325180086,0.315887743,0.267698216,0.259324094,0.230175705,0.476690977,0,0,0,0,0.39613593,0.365797622,0.574184152,0.582542243,0.40452732,0.388175475
TAG 52:1,0.03416519,0.034347934,0.149292102,0.156330611,0,0,0.233808391,0.227016868,0,0,0.058054105,0.156250006,0,0,0.243425751,0,0,0,0.327753689,0.334010729,0,0
TAG 54:6,0,0,0.022366497,0.028312606,0,0,0.021046106,0.020731986,0.030904461,0.028273061,0.175356009,0.252242117,0,0,0.061101545,0.0283221,0.00688819,0.021669085,0.08869769,0.086389501,0.12255871,0.117765455
TAG 54:5,0,0.001322674,0.021859219,0.029883303,0,0,0.026714036,0.026855432,0.054529782,0.050868484,0.302632917,0.417589063,0,0,0.076150045,0.035375224,0.038865986,0.046405914,0.106537662,0.108636371,0.195332162,0.189813686
TAG 54:4,0.008795023,0.008131087,0.008561182,0.017587617,0.015204259,0.01337351,0.049585692,0.050187137,0.087671068,0.082693474,0.181743771,0.301543055,0,0,0,0.045160672,0.082929627,0.068607485,0.105140897,0.111172608,0.230380583,0.221619348
TAG 54:3,0.067099931,0.071259876,0.047705346,0.062247581,0.133102233,0.151278762,0.164263028,0.162116167,0.138551421,0.131178071,0.171699378,0.296558148,0,0,0,0.029968238,0.246549075,0.234682852,0.324684948,0.319809984,0.208380106,0.200471133
TAG 54:2,0.055770667,0.0548624,0.06592053,0.077059196,0,0,0.162340555,0.160818431,0.02427733,0.024617299,0.073162135,0.157538782,0,0,0,0,0.026303686,0.022241172,0.298837428,0.319640003,0.040982042,0.038230732
TAG 54:1,0,0,0.045533089,0.045125786,0,0,0.074425965,0.071762678,0,0,0,0,0,0,0,0.017573235,0,0,0,0.021683328,0,0
TAG 56:7,0,0,0,0.03427564,0,0,0.037483688,0.038671164,0.029439631,0.026898159,0.241035312,0.23736643,0,0,0,0,0,0.00681681,0.138250486,0.14559766,0.120978751,0.114631239
TAG 56:6,0,0,0.040289527,0.045815283,0,0,0.03801182,0.039950635,0.042272293,0.039274401,0.380106675,0.391907096,0,0,0,0,0,0.013444263,0.119816989,0.125874125,0.156223784,0.146929421
TAG 56:5,0,0,0.021383534,0.028727675,0,0,0.036063398,0.036942917,0.041777657,0.037461209,0.306030056,0.31279133,0,0,0,0,0.006954764,0.013698145,0.116601771,0.133196723,0.124493305,0.117568389
TAG 56:4,0,0,0.021876158,0.021600938,0,0.002913268,0.029906436,0.030361895,0.027183081,0.023818866,0.071268737,0.086997223,0,0,0,0,0.012251521,0.011543948,0.081342999,0.076633255,0.053842711,0.050619439
TAG 56:3,0.02634663,0.024624678,0.022003727,0.021593994,0.033611702,0.041234239,0.038274535,0.041204024,0.017729994,0.015865858,0.040564183,0.058904989,0,0,0,0,0.037898741,0.036635008,0.07993553,0.085770484,0.023724347,0.0233692
TAG 56:2,0.030952777,0.033236045,0.053272288,0.055590058,0,0,0.040902993,0.043136605,0.015128505,0.012541637,0,0.050376602,0,0,0,0,0.034106644,0.031857443,0.090089905,0.087061806,0.014910203,0.013523831
TAG 58:8,0,0,0,0,0,0,0.024427042,0.02531317,0.019118129,0.017062264,0.249714913,0.225904072,0,0,0,0,0,0,0,0,0.077668653,0.076323109
TAG 58:7,0,0,0.020015737,0.025119823,0,0,0.028043038,0.029204996,0.017646754,0.01590828,0.223083123,0.230083555,0,0,0,0,0,0,0.095647805,0.09734493,0.068825106,0.066968606
TAG 58:6,0,0,0.007045741,0,0,0,0.021963197,0.022115329,0.013663828,0.011383981,0.228610401,0.248987716,0,0,0,0,0,0,0.059680433,0.063424725,0.04993251,0.048703159
TAG 60:12,0,0,0,0,0,0,0,0,0,0,0.007470003,0.001292523,0,0,0,0,0,0,0,0,0,0.002126586
TAG 60:8,0,0,0,0,0,0,0.007886705,0.008854608,0.003622289,0,0.149922158,0.12717817,0,0,0,0,0,0,0,0,0.029307769,0.028512579
LPA,0.019621699,0.017939711,0.037406763,0.044317484,0.007503037,0.004299643,0.00896578,0.008954127,0.010692988,0.009212083,0.189277584,0.160989238,0.04428525,0,0,0,0.003670073,0.00443464,0.004482686,0.008648719,0.007329696,0.007715365
LPI O-,0.007340399,0.005898005,0,0.004855055,0.0210042,0.020148073,0,0.001111099,0,0,0,0.001090944,0.001318321,0.003488624,0.083439907,0.010117376,0.003962666,0.002788676,0.047783794,0.03910598,0,0
LPI,0.735697229,0.712114194,0.45446746,0.470521027,0.644497528,0.657374214,0.849121707,0.829023456,0.544534965,0.567914635,0.067741047,0.033300817,0,0,0.019643298,0.015983715,0.287703021,0.334381004,0.226363576,0.219658935,0.249529147,0.239614086
LPS O-,0,0.012178407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPS,0.094541421,0.093239478,0.119474659,0.119381467,0.105661854,0.107772549,0.072054812,0.07025115,0.039981122,0.03860651,0,0,0.505338823,0.477454739,0,0,0.107701565,0.122104052,0.030423464,0,0.077281146,0.075191766
PA,0.09505259,0.077725644,0.257320347,0.246769935,0.126083795,0.104764242,0.120023251,0.114066213,0.155116962,0.161838295,0.03712526,0.027262169,0.009502466,0.010332264,0,0,0.057721993,0.066281277,0.022266419,0.022688421,0.016101109,0.015484072
PA O-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI O-,0.14133001,0.108253698,0,0,0.349906486,0.282337592,0.038714723,0.022977599,0.014507129,0.012631444,0,0,0,0,0,0,0.392126185,0.440270221,0,0,0.018082682,0.016529015
PI,10.62982342,8.877723945,7.779405526,7.845173915,9.162239238,7.388153197,9.315440198,9.132087676,9.103526236,8.991378978,7.157155326,6.697510329,5.309643447,4.426094775,4.257063694,1.288362929,10.8555791,11.35666106,6.855649883,7.132306821,15.06245415,14.66331826
PS,2.037813409,1.385223163,2.321594858,2.299927428,1.97826268,1.581171344,2.675951577,2.638031958,1.712326552,1.775290773,2.080996026,1.908362199,3.743552242,3.407997182,3.702685226,1.016178226,4.354675657,4.675681278,2.908985728,3.031674007,3.13919176,3.03890744
diHexCer,0,0.001009041,0.654418781,0.614431106,0.099755126,0.046729237,0.032848834,0.056145914,0.030152733,0.028645464,0.357269693,0.305258606,0,0,0.091057777,0.033785773,0.048331792,0.044592966,0.002416583,0.017215348,0.039751722,0.037970505
triHexCer,0,0,0.389881393,0.36945286,0.025714164,0.647955055,0.309633542,0.228651914,0.555783836,0.072604074,14.70311737,14.15622886,0,0,0,0,0,0,0.019529275,0,0,0.085059534
LPC O-,0.043874314,0.057641101,0.033575436,0.035343813,0.148635042,0.173403965,0.064127231,0.063741312,0.023897315,0.030669515,0.38242571,0.41293858,0.346736731,0.360527734,1.131433572,0.262693107,0.002823339,0.128781509,0.609228686,0.584591188,0,0.107428267
LPC,1.15067682,1.283491509,0.818282093,0.796092163,1.087422081,1.257124366,0.470622711,0.479757451,0.415262114,0.534111206,1.386566072,0.945931168,1.152172955,0.933356456,0.132394695,0.049283853,0.163549372,0.894905547,0.833241136,0.952071665,0.063917464,0.531026043
LPE O-,0.273193815,0.280994076,0.318295177,0.305390412,0.285807401,0.289842615,0.177558308,0.169007141,0.119749317,0.085347609,0.083055786,0.108499902,0.508299894,0.747750642,0.189670133,0.043037154,0.050021876,0.161487011,0.27459172,0.306203684,0.088326923,0.182518846
LPE,1.005878569,1.012674399,2.022569416,2.041841415,1.077673524,1.16063688,0.695066433,0.685018131,1.008664929,2.616037763,7.633986049,7.332435059,5.995371863,6.077266546,11.63579735,2.461351884,0.345939551,3.645703635,9.954621221,10.68185571,0.353931875,3.590492026
LPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275450017,0.122980439,0,0,0,0,0,0
PG,0.143602639,0.093042992,0.077288125,0.073552406,0.06305712,0.046789295,0.554892313,0.578705761,0.324773332,0.437249379,0.103355034,0.058077512,0.248659356,0.101011569,0.279356903,0.003169646,1.276843878,0.801867716,0.108521854,0.133472752,2.886757128,1.85627824
Chol,18.32604447,19.3959613,26.15939257,25.93416327,22.73776683,22.93614008,22.94738722,24.0739009,24.58232607,27.18640648,32.40832883,30.72389327,36.89358086,34.64981501,34.99893136,59.64385086,31.36945428,38.54606645,29.65643307,27.88579168,37.06143045,36.56068252
Cer,0.215682328,0.200298254,1.098655294,1.030482806,0.126267139,0.195782345,0.307668437,0.300218439,0.363272065,0.36654633,0.306653894,0.544883146,2.035435752,2.366649533,0.711112082,3.402370212,1.206922854,1.511020792,1.28873897,1.196195619,0.853742688,0.806242078
CE,0,0,0.337340166,0.427384096,0.426567029,0,1.465468432,1.438418286,0.110378415,0.106717088,1.294798007,4.244794869,0.004395944,0.011080163,0.335591293,22.04243179,0.50908451,0.259458375,1.037305205,1.033285555,0.293052546,0.295567725
DAG,1.301579455,1.324766068,1.507093926,1.582951446,1.445007292,1.812385053,1.068094788,1.035612538,0.922506803,0.898475632,0,0.365992732,2.058999244,1.972566782,0.044374842,0.250600455,1.646078235,1.471141966,0.403799997,0.45111727,0.321339446,0.308002532
HexCer,0.038207604,0.042530714,0.763588281,0.760518953,0.027895569,0.08008576,0.193277438,0.187601217,0.128366609,0.128314815,0.322504198,0.325549983,0.0428587,0.037141324,1.307609124,0.312882154,0.127958389,0.076767301,0.340277756,0.342048146,0.127950562,0.125990807
PC O-,0.954726035,1.023603536,2.936231449,2.872104831,6.091719447,6.098953593,3.127179487,3.090176882,1.289281269,1.365415629,2.619784487,2.457753694,0.90011743,1.302848043,2.044413469,0.579064684,4.72200638,1.706975158,2.263908663,2.287946686,0.679292707,0.647382015
PC,31.3520992,31.90821962,24.27316343,23.25588888,29.47024876,28.05687526,24.07833203,23.94796788,26.18158208,26.90469318,11.60918878,8.079042294,13.05930185,13.93762741,14.39877465,4.172418842,16.50980242,8.672858252,16.02062008,16.3094466,9.910447935,9.403710557
PE O-,6.008647218,5.766921451,6.402163911,8.11340097,3.983194815,6.295986967,6.133010393,6.189524162,6.931808092,7.247456138,5.000092453,7.929274098,11.73728521,14.22793519,7.769590479,0.97027264,7.080713181,9.441982556,5.531673471,5.670569174,8.59905236,8.409873784
PE,19.62256394,20.38030315,15.33894817,14.75496842,15.78318205,15.17309061,16.41612847,16.00244576,19.77546793,14.78845771,5.89024276,4.491322691,6.07634214,5.816781278,9.00952959,1.293846601,12.27470444,11.70899672,10.66610187,10.40881353,14.14815945,13.26878523
SM,4.401898481,4.518197745,5.242895361,5.156405027,3.580037586,4.406170564,6.786606186,6.590893254,3.625665362,3.714346502,2.74467571,2.221016282,9.109265406,8.988489176,7.176265412,1.699805201,4.388096522,1.96086048,7.656443444,7.945423464,2.402914449,2.262083841
TAG,1.400104922,1.420048794,0.656547409,0.844680816,1.144890206,1.176027497,2.091825695,2.065709784,2.030375773,1.931632769,3.621659928,6.468591563,0.217536114,0.143785558,0.405815138,0.325512461,2.214528721,1.963931352,3.236591457,3.339869044,3.599962603,3.464145454
